
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
51	Footwear & Accessories	167.45B	26.36	23.56	2.37	2.12	5.76	11.95	20.11	11.33%	11.11%	12.65%	9.98%	173.18M
52	Furnishings, Fixtures & Appliances	56.38B	25.75	13.29	2.31	0.80	2.16	13.17	17.10	4.00%	11.16%	6.86%	1.29%	54.18M
53	Gambling	119.40B	63.47	24.93	2.28	3.50	7.53	15.47	29.57	-20.64%	27.85%	42.67%	1.97%	60.07M
54	Gold	383.46B	20.90	12.34	0.99	4.49	2.43	17.24	24.81	11.61%	21.01%	13.11%	-3.96%	324.17M
55	Grocery Stores	81.95B	20.01	14.91	1.79	0.32	4.26	10.23	26.16	14.76%	11.20%	4.97%	0.43%	53.93M
56	Health Information Services	117.85B	74.10	37.88	4.22	3.45	4.66	8.54	31.85	14.91%	17.57%	23.23%	0.60%	122.79M
57	Healthcare Plans	623.85B	14.18	10.88	1.70	0.40	2.03	48.08	13.48	0.20%	8.34%	11.48%	1.30%	125.27M
58	Home Improvement Retail	501.02B	23.14	20.92	4.06	1.98	46.95	97.59	22.72	10.15%	5.70%	6.64%	1.32%	12.09M
59	Household & Personal Products	781.33B	26.74	20.78	4.79	2.99	7.32	29.91	22.77	15.71%	5.58%	4.00%	0.69%	206.28M
60	Industrial Distribution	219.30B	28.78	23.03	3.44	1.68	6.23	47.63	29.56	16.03%	8.36%	8.81%	0.77%	36.61M
61	Information Technology Services	1017.01B	29.01	19.38	3.33	2.62	4.93	16.16	19.56	5.40%	8.72%	4.88%	-0.35%	694.25M
62	Insurance - Diversified	2250.25B	24.79	37.07	17.40	2.61	2.99	3.23	48.20	4.70%	1.42%	7.96%	0.17%	31.17M
63	Insurance - Life	296.46B	14.05	8.75	1.71	1.07	1.56	6774.60	5.00	7.19%	8.23%	-4.52%	0.29%	51.64M
64	Insurance - Property & Casualty	632.16B	12.45	13.09	1.55	1.48	2.24	1924.37	7.67	13.58%	8.03%	10.74%	0.43%	57.79M
65	Insurance - Reinsurance	44.21B	12.53	6.64	0.85	0.78	1.13	-	3.01	4.13%	14.68%	15.98%	-0.64%	4.72M
66	Insurance - Specialty	82.46B	14.42	11.19	0.91	2.11	1.63	405.09	6.43	5.18%	15.90%	9.12%	0.39%	19.56M
67	Insurance Brokers	369.75B	33.28	21.89	3.04	4.57	5.32	15.76	28.82	16.35%	10.95%	9.25%	0.45%	36.98M
68	Integrated Freight & Logistics	209.29B	16.00	13.16	2.27	0.83	3.31	12.21	19.13	11.14%	7.05%	5.22%	1.70%	28.40M
69	Internet Content & Information	6529.17B	39.42	34.59	3.03	6.63	11.48	19.94	31.11	27.22%	12.99%	17.49%	1.75%	544.95M
70	Internet Retail	3302.85B	30.56	23.57	1.26	2.82	5.79	11.03	75.09	32.55%	24.27%	23.63%	2.12%	265.91M
71	Leisure	78.58B	33.52	21.87	1.53	1.91	4.13	15.48	24.93	-17.06%	21.92%	11.23%	1.92%	82.58M
72	Lodging	197.63B	32.47	24.77	2.79	3.38	45.49	28.60	29.61	17.11%	11.64%	4.54%	1.79%	25.74M
73	Lumber & Wood Production	21.75B	21.96	14.12	4.82	1.01	1.55	10.65	29.24	29.56%	4.56%	10.81%	-0.45%	4.01M
74	Luxury Goods	25.75B	30.38	14.70	2.51	1.21	5.71	12.59	17.35	-9.92%	12.09%	2.25%	0.75%	33.70M
75	Marine Shipping	33.08B	5.05	7.90	0.30	0.95	0.86	4.49	5.11	30.54%	16.88%	16.32%	0.33%	29.11M
76	Medical Care Facilities	219.76B	18.47	13.99	1.42	0.94	4.21	18.74	14.74	11.10%	13.03%	7.43%	0.48%	76.79M
77	Medical Devices	974.16B	32.60	22.96	2.73	4.26	4.08	20.93	34.69	9.06%	11.92%	8.95%	0.68%	388.22M
78	Medical Distribution	198.75B	29.10	17.11	2.46	0.22	37.82	16.83	16.38	20.46%	11.81%	9.29%	0.73%	20.73M
79	Medical Instruments & Supplies	485.00B	47.83	23.96	4.12	4.24	3.58	24.57	36.67	11.09%	11.60%	9.60%	0.11%	85.75M
80	Metal Fabrication	50.07B	27.87	19.73	1.42	2.18	4.32	21.64	27.86	12.40%	19.63%	3.33%	0.72%	35.08M
81	Mortgage Finance	55.49B	48.78	23.28	0.98	2.99	4.09	10.79	600.89	14.79%	49.84%	1.57%	-1.05%	46.06M
82	Oil & Gas Drilling	15.73B	13.38	15.74	-	0.72	0.58	5.74	12.40	16.73%	-1.68%	9.87%	0.04%	74.62M
83	Oil & Gas E&P	660.84B	13.31	11.81	0.90	2.23	1.59	21.43	14.42	18.17%	14.73%	11.91%	-0.72%	261.78M
84	Oil & Gas Equipment & Services	198.42B	13.07	11.86	1.19	1.19	1.92	9.36	11.44	36.38%	11.00%	5.19%	-0.15%	140.03M
85	Oil & Gas Integrated	1496.81B	13.74	10.75	1.52	0.86	1.43	7.85	8.79	18.71%	9.03%	3.92%	-0.41%	100.07M
86	Oil & Gas Midstream	827.20B	18.20	15.91	2.49	1.80	3.04	33.88	16.52	10.01%	7.31%	7.44%	-0.23%	177.99M
87	Oil & Gas Refining & Marketing	181.77B	28.93	12.72	1.61	0.30	1.87	8.33	13.09	6.41%	18.01%	5.15%	-0.56%	51.77M
88	Other Industrial Metals & Mining	280.80B	10.66	10.40	-	1.74	1.89	9.59	15.08	-5.50%	-3.23%	3.55%	0.22%	217.35M
89	Other Precious Metals & Mining	21.62B	37.96	13.32	1.02	2.41	1.96	12.01	75.96	-2.36%	37.08%	13.79%	-4.43%	63.15M
90	Packaged Foods	255.50B	18.13	13.35	5.33	1.22	1.83	17.17	13.87	4.11%	3.40%	4.87%	-0.16%	139.02M
91	Packaging & Containers	163.28B	23.29	12.77	0.90	1.09	2.29	19.15	31.00	0.20%	25.94%	4.43%	0.15%	69.60M
92	Paper & Paper Products	14.72B	52.98	7.06	-	0.84	1.48	4.17	9.61	-14.64%	-	4.69%	-0.65%	7.99M
93	Personal Services	58.69B	28.33	23.55	2.32	3.35	10.96	23.53	24.13	13.41%	12.21%	7.69%	0.87%	9.64M
94	Pharmaceutical Retailers	10.26B	-	8.16	-	0.07	1.38	10.92	17.33	50.28%	-19.14%	2.84%	0.49%	12.83M
95	Pollution & Treatment Controls	42.44B	32.48	26.53	3.16	4.38	6.97	24.21	31.60	-26.99%	10.28%	4.08%	-0.31%	15.64M
96	Publishing	22.76B	22.64	18.17	2.18	1.67	2.58	14.99	12.73	14.91%	10.39%	2.12%	0.51%	9.20M
97	Railroads	435.12B	21.19	18.04	2.23	4.75	4.17	78.60	27.19	5.91%	9.50%	4.30%	0.27%	41.97M
98	Real Estate - Development	8.45B	11.79	14.37	-	0.88	0.95	7.04	22.95	15.82%	-6.24%	18.71%	0.72%	1.71M
99	Real Estate - Diversified	6.43B	18.86	41.84	7.23	2.83	1.73	6.80	16.15	20.59%	2.61%	14.57%	0.26%	1.30M
100	Real Estate Services	143.22B	48.90	22.15	2.31	1.16	3.00	7.96	38.28	0.26%	21.21%	11.52%	0.39%	73.04M
101	Recreational Vehicles	21.71B	26.00	15.89	7.11	0.54	1.50	5.47	7.84	0.22%	3.65%	4.04%	0.95%	15.66M
102	REIT - Diversified	59.25B	17.08	15.14	4.79	6.27	1.26	45.25	13.76	9.96%	3.57%	22.38%	0.10%	25.35M
103	REIT - Healthcare Facilities	240.52B	113.94	66.15	2.96	9.39	2.89	37.17	37.61	-10.99%	38.47%	9.29%	-0.70%	65.36M
104	REIT - Hotel & Motel	30.79B	21.90	24.08	-	1.34	1.20	11.00	11.47	-5.04%	-2.48%	1.80%	0.29%	53.13M
105	REIT - Industrial	254.78B	30.41	33.16	29.10	8.15	2.21	94.42	22.35	9.59%	1.04%	16.78%	0.46%	44.70M
106	REIT - Mortgage	59.64B	19.02	7.09	3.56	1.87	0.85	4.20	11.38	-4.96%	5.34%	16.93%	-0.40%	127.25M
107	REIT - Office	73.99B	84.35	64.77	1.54	3.86	1.14	16.76	14.88	-25.72%	54.82%	4.29%	0.48%	73.56M
108	REIT - Residential	199.64B	42.64	46.37	5.99	8.07	2.46	113.13	22.49	4.66%	7.12%	7.60%	-0.41%	35.64M
109	REIT - Retail	216.55B	31.88	32.24	2.62	8.27	2.15	52.68	18.30	-0.51%	12.18%	11.92%	-0.22%	50.00M
110	REIT - Specialty	394.75B	61.02	35.61	3.59	6.93	6.50	36.57	40.15	4.35%	17.01%	6.93%	1.18%	42.86M
111	Rental & Leasing Services	147.44B	21.23	15.49	2.39	1.62	2.75	20.22	91.65	2.96%	8.88%	10.31%	0.54%	64.30M
112	Residential Construction	163.37B	9.38	10.27	-	1.01	1.59	12.17	16.46	26.28%	-0.13%	11.97%	0.97%	28.19M
113	Resorts & Casinos	89.99B	24.97	16.02	2.17	1.10	4.18	7.08	18.90	-1.05%	11.51%	3.84%	1.23%	45.71M
114	Restaurants	590.25B	29.85	24.73	3.05	3.49	23.36	39.11	32.69	9.87%	9.79%	8.07%	1.06%	135.97M
115	Scientific & Technical Instruments	196.38B	29.26	20.25	2.34	3.87	3.40	16.28	24.86	8.24%	12.52%	8.83%	0.30%	82.27M
116	Security & Protection Services	42.14B	21.68	14.20	2.35	1.83	3.69	13.50	14.67	10.82%	9.24%	6.33%	0.21%	36.92M
117	Semiconductor Equipment & Materials	771.50B	29.16	23.52	1.70	6.74	10.00	21.81	30.10	22.86%	17.14%	15.11%	-0.40%	70.97M
118	Semiconductors	7865.85B	47.65	25.50	1.70	13.25	11.06	32.04	49.62	55.22%	28.01%	39.85%	1.16%	702.79M
119	Shell Companies	22.49B	97.66	210.20	1.52	7.04	2.01	64.01	-	-	64.17%	-	-0.08%	14.58M
120	Silver	8.31B	53.84	21.31	0.97	6.85	1.97	8.24	95.91	-2.01%	55.27%	10.61%	-3.66%	45.36M
121	Software - Application	2956.92B	49.82	31.69	2.68	7.83	7.52	17.43	34.06	23.39%	18.60%	19.51%	0.53%	724.89M
122	Software - Infrastructure	5857.79B	45.16	32.87	2.77	11.00	11.37	27.79	54.55	15.80%	16.28%	17.26%	-0.82%	821.34M
123	Solar	38.73B	19.73	10.18	0.83	1.19	1.58	3.00	30.94	-8.88%	23.74%	12.42%	-1.88%	95.35M
124	Specialty Business Services	423.55B	41.47	30.13	3.96	3.73	6.70	33.62	35.06	8.88%	10.48%	7.57%	0.31%	63.69M
125	Specialty Chemicals	651.33B	32.29	20.05	3.75	2.35	3.45	22.72	36.45	14.97%	8.60%	4.09%	0.32%	165.54M
126	Specialty Industrial Machinery	1014.59B	31.41	23.99	2.86	3.59	5.57	29.07	32.11	-0.94%	10.98%	5.34%	0.82%	188.73M
127	Specialty Retail	175.83B	20.83	17.19	2.99	0.91	5.20	10.93	22.56	16.76%	6.97%	7.26%	0.49%	74.19M
128	Staffing & Employment Services	19.45B	22.04	13.33	2.36	0.40	2.43	4.36	14.59	-1.22%	9.35%	5.03%	-0.10%	9.89M
129	Steel	147.93B	23.05	10.86	1.10	0.55	0.85	4.34	37.68	12.79%	20.89%	5.85%	-0.50%	70.36M
130	Telecom Services	1269.30B	17.22	12.56	1.50	1.45	2.04	12.16	10.34	6.90%	11.49%	5.22%	0.67%	252.54M
131	Textile Manufacturing	2.24B	29.92	17.21	-	1.12	1.89	15.75	15.92	-7.03%	-	2.69%	0.53%	745.35K
132	Thermal Coal	10.61B	10.44	7.76	1.96	1.05	1.02	8.07	14.69	9.69%	5.32%	5.26%	0.14%	7.87M
133	Tobacco	488.50B	22.66	14.75	2.70	5.12	7.46	27.12	16.59	-2.79%	8.38%	2.99%	-0.40%	29.18M
134	Tools & Accessories	65.80B	22.64	16.47	2.97	1.69	2.56	22.47	18.04	7.23%	7.63%	10.98%	-0.54%	13.76M
135	Travel Services	507.68B	28.27	19.40	1.66	3.35	10.29	8.94	20.63	1.42%	17.03%	9.87%	2.12%	135.64M
136	Trucking	85.62B	31.05	22.92	1.72	1.53	3.14	70.14	43.57	8.97%	18.11%	4.63%	1.78%	28.02M
137	Uranium	45.95B	162.72	55.63	3.68	14.97	5.64	26.70	90.53	7.37%	44.25%	10.99%	-2.15%	240.07M
138	Utilities - Diversified	94.43B	17.08	14.03	3.89	1.57	1.80	13.92	69.49	7.83%	4.39%	9.17%	0.09%	32.31M
139	Utilities - Independent Power Producers	120.67B	24.30	20.55	2.54	2.05	10.67	29.73	34.09	14.04%	9.55%	14.51%	1.76%	25.84M
140	Utilities - Regulated Electric	1106.58B	19.11	15.13	2.24	2.37	1.88	29.02	134.29	3.55%	8.52%	3.81%	0.03%	194.02M
141	Utilities - Regulated Gas	87.04B	20.33	15.71	2.13	2.09	1.83	37.24	68.76	6.60%	9.54%	5.10%	0.01%	22.29M
142	Utilities - Regulated Water	63.44B	15.67	17.73	1.77	3.68	2.15	31.74	47.49	12.65%	8.85%	9.36%	-0.10%	11.28M
143	Utilities - Renewable	154.10B	31.65	25.56	2.26	2.96	3.33	9.45	41.44	19.97%	14.01%	6.03%	-0.60%	22.31M
144	Waste Management	256.34B	44.44	31.25	4.00	3.96	6.59	132.42	42.85	9.35%	11.10%	9.78%	-0.10%	14.38M

