
No.	Name	Perf Week	Perf Month	Perf Quart	Perf Half	Perf Year	Perf YTD	Recom	Avg Volume	Rel Volume	Change	Volume
89	Other Precious Metals & Mining	-1.19%	7.48%	18.45%	43.65%	32.98%	48.03%	2.02	47.20M	1.05	-4.20%	28.97M
90	Packaged Foods	-0.66%	-2.48%	-9.21%	-11.88%	-9.81%	-12.05%	2.53	75.99M	0.94	-0.04%	41.82M
91	Packaging & Containers	2.08%	1.15%	-2.29%	-7.63%	-4.55%	-7.03%	2.03	64.41M	0.65	0.62%	24.35M
92	Paper & Paper Products	-0.35%	1.90%	-7.10%	-14.30%	-7.32%	-14.84%	1.33	3.64M	0.45	-0.46%	958.06K
93	Personal Services	0.66%	0.39%	5.05%	11.48%	14.78%	12.27%	2.16	8.16M	0.48	0.99%	2.31M
94	Pharmaceutical Retailers	1.21%	1.51%	0.84%	18.63%	-28.06%	18.29%	3.01	13.49M	0.58	0.60%	4.56M
95	Pollution & Treatment Controls	4.72%	4.32%	11.53%	2.39%	12.72%	2.71%	1.92	8.34M	0.57	0.28%	2.80M
96	Publishing	2.64%	-2.37%	2.35%	-2.12%	11.43%	-2.01%	2.03	5.00M	0.71	0.71%	2.07M
97	Railroads	2.15%	2.47%	4.88%	3.87%	3.11%	4.19%	1.92	27.47M	0.46	0.49%	7.46M
98	Real Estate - Development	3.55%	-0.31%	-2.64%	-11.28%	-20.94%	-10.74%	2.03	1.14M	0.58	1.15%	389.46K
99	Real Estate - Diversified	1.98%	5.84%	-2.75%	-2.06%	3.21%	-2.40%	1.86	774.77K	0.76	1.40%	346.30K
100	Real Estate Services	3.79%	9.29%	-0.23%	3.42%	26.46%	4.00%	1.74	43.31M	0.54	0.93%	13.69M
101	Recreational Vehicles	2.88%	6.96%	1.78%	-15.76%	-24.54%	-15.50%	2.47	9.36M	0.42	1.22%	2.28M
102	REIT - Diversified	0.14%	2.10%	0.32%	7.40%	11.25%	6.91%	1.91	16.14M	0.57	0.61%	5.38M
103	REIT - Healthcare Facilities	1.36%	1.14%	-0.96%	12.58%	33.16%	12.19%	1.56	36.75M	0.57	0.02%	12.18M
104	REIT - Hotel & Motel	2.39%	3.41%	2.36%	-15.49%	-12.22%	-14.14%	1.96	35.43M	0.51	0.72%	10.56M
105	REIT - Industrial	0.59%	-0.81%	-4.07%	-1.45%	-6.71%	-2.15%	2.14	25.85M	0.64	1.45%	9.68M
106	REIT - Mortgage	1.56%	2.91%	-5.48%	-1.68%	-4.71%	0.12%	1.90	84.17M	0.71	-0.17%	34.97M
107	REIT - Office	-1.12%	5.02%	-4.11%	-11.54%	-1.31%	-11.41%	2.48	28.80M	0.71	1.05%	12.02M
108	REIT - Residential	-0.40%	0.22%	-4.67%	-2.15%	2.02%	-2.23%	2.17	21.40M	0.47	0.39%	5.86M
109	REIT - Retail	0.87%	1.32%	-1.02%	-2.71%	10.14%	-3.09%	2.13	34.36M	0.41	0.40%	8.33M
110	REIT - Specialty	-2.44%	-0.86%	2.27%	0.66%	9.95%	0.77%	1.70	24.41M	0.77	1.32%	10.94M
111	Rental & Leasing Services	5.35%	5.79%	12.36%	3.74%	14.66%	3.15%	2.00	31.98M	0.54	1.08%	10.10M
112	Residential Construction	4.55%	7.61%	-2.80%	-10.25%	-9.17%	-9.54%	2.33	17.85M	0.57	1.48%	5.93M
113	Resorts & Casinos	4.50%	6.58%	9.24%	-6.38%	-3.45%	-6.39%	1.81	33.15M	0.49	0.96%	9.46M
114	Restaurants	1.16%	-0.36%	-3.16%	0.23%	7.61%	0.17%	2.12	78.77M	0.69	1.01%	32.08M
115	Scientific & Technical Instruments	4.67%	4.78%	5.41%	1.34%	15.20%	2.48%	2.12	32.17M	2.32	0.42%	43.65M
116	Security & Protection Services	3.69%	0.92%	4.50%	3.93%	10.91%	3.75%	1.96	29.58M	0.61	0.31%	10.64M
117	Semiconductor Equipment & Materials	6.56%	11.41%	20.02%	13.18%	-17.71%	16.78%	1.76	47.62M	0.51	-0.16%	14.34M
118	Semiconductors	8.53%	16.04%	37.94%	12.06%	22.46%	15.73%	1.49	648.50M	0.86	1.14%	326.51M
119	Shell Companies	-2.10%	0.15%	1.45%	8.91%	-2.52%	2.98%	1.83	15.36M	0.83	0.06%	7.49M
120	Silver	-0.33%	20.49%	14.14%	43.08%	43.06%	44.51%	2.02	47.13M	1.07	-3.40%	29.65M
121	Software - Application	4.22%	1.19%	10.00%	2.24%	21.78%	4.52%	1.72	399.37M	1.18	1.21%	276.29M
122	Software - Infrastructure	4.00%	10.76%	28.46%	17.23%	23.20%	20.80%	1.60	463.74M	1.04	0.08%	282.49M
123	Solar	5.89%	2.55%	10.06%	-12.43%	-37.05%	-8.78%	1.97	65.83M	0.86	-1.63%	33.00M
124	Specialty Business Services	2.66%	-1.06%	6.53%	10.79%	11.87%	11.99%	2.33	28.80M	0.64	0.71%	10.82M
125	Specialty Chemicals	2.92%	1.03%	-1.90%	-0.74%	-2.61%	0.22%	1.95	58.03M	0.61	0.35%	20.87M
126	Specialty Industrial Machinery	5.76%	5.93%	16.70%	7.87%	23.57%	9.36%	2.03	95.35M	1.23	1.49%	68.77M
127	Specialty Retail	2.33%	3.29%	4.32%	-8.33%	-0.25%	-7.92%	2.36	72.07M	0.58	1.20%	24.69M
128	Staffing & Employment Services	1.61%	-4.02%	-16.85%	-22.53%	-26.09%	-23.26%	2.46	5.55M	0.83	-0.03%	2.68M
129	Steel	4.02%	8.45%	1.19%	12.22%	-5.55%	13.16%	2.13	60.91M	0.70	-0.39%	25.02M
130	Telecom Services	2.94%	0.55%	-1.74%	10.04%	17.75%	10.35%	2.14	159.71M	0.62	0.72%	58.06M
131	Textile Manufacturing	3.04%	5.75%	-3.27%	-12.75%	-16.57%	-13.40%	2.21	352.09K	0.91	0.99%	187.12K
132	Thermal Coal	-2.05%	-4.29%	-7.81%	-20.46%	-16.42%	-22.68%	1.41	7.26M	0.50	0.20%	2.13M
133	Tobacco	-1.91%	1.38%	12.55%	33.19%	56.95%	35.84%	2.45	27.22M	0.70	-0.39%	11.14M
134	Tools & Accessories	3.95%	2.52%	-1.05%	-1.89%	4.50%	-0.75%	2.42	8.40M	0.58	0.35%	2.85M
135	Travel Services	7.58%	7.44%	16.63%	6.09%	35.22%	8.95%	1.85	67.04M	0.89	1.90%	34.87M
136	Trucking	4.95%	3.26%	-2.72%	-17.88%	-13.66%	-16.73%	2.27	13.30M	0.55	1.74%	4.27M
137	Uranium	5.29%	18.04%	64.91%	27.60%	35.74%	32.83%	1.31	158.53M	1.11	-1.89%	103.02M
138	Utilities - Diversified	2.55%	0.30%	5.60%	-6.99%	-2.41%	-7.17%	2.12	38.34M	0.50	0.79%	11.32M
139	Utilities - Independent Power Producers	6.47%	15.44%	58.07%	43.20%	111.81%	44.87%	1.69	14.07M	1.08	3.08%	8.91M
140	Utilities - Regulated Electric	1.68%	1.02%	1.20%	5.71%	15.48%	6.09%	2.23	137.95M	0.73	0.52%	59.10M
141	Utilities - Regulated Gas	0.97%	1.57%	1.69%	9.25%	25.38%	8.37%	2.02	12.56M	0.51	0.61%	3.73M
142	Utilities - Regulated Water	-0.93%	-0.98%	0.47%	12.92%	11.84%	13.36%	2.16	6.84M	0.45	0.25%	1.79M
143	Utilities - Renewable	5.12%	5.43%	37.95%	31.56%	28.61%	33.38%	1.68	17.83M	0.62	0.34%	6.48M
144	Waste Management	-0.47%	-2.96%	1.11%	13.57%	13.43%	13.99%	1.91	9.09M	0.52	0.29%	2.74M

