
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
20	Building Materials	193.59B	21.58	17.22	1.88	2.27	2.86	31.23	29.72	22.71%	11.49%	6.58%	0.76%	21.02M
21	Building Products & Equipment	385.84B	25.32	21.24	2.28	2.56	5.73	51.80	27.59	12.28%	11.08%	5.71%	0.64%	37.13M
22	Business Equipment & Supplies	1.19B	30.65	12.28	-	0.53	0.75	2.57	7.65	1.33%	-	16.71%	1.28%	1.49M
23	Capital Markets	1011.16B	22.64	18.31	1.75	1.91	2.94	4.49	9.38	13.47%	12.91%	31.83%	1.28%	888.74M
24	Chemicals	39.90B	46.30	17.66	11.10	0.42	1.12	5.03	20.73	16.66%	4.17%	2.35%	3.12%	34.00M
25	Coking Coal	5.57B	24.81	10.92	1.93	0.86	1.19	4.74	14.00	-6.90%	12.86%	7.24%	12.63%	8.34M
26	Communication Equipment	534.71B	33.78	18.12	4.04	2.96	4.25	10.05	21.39	11.54%	8.36%	1.90%	-0.19%	126.95M
27	Computer Hardware	408.74B	29.49	20.77	1.38	1.85	10.24	10.61	27.32	10.52%	21.38%	11.05%	2.86%	274.73M
28	Confectioners	129.01B	27.25	24.70	-	2.69	4.34	38.88	24.63	7.73%	-0.37%	7.05%	0.84%	10.33M
29	Conglomerates	261.69B	23.57	19.73	3.10	2.06	6.52	10.83	35.63	0.80%	7.61%	-0.95%	0.28%	15.69M
30	Consulting Services	101.28B	32.71	26.03	2.68	3.40	9.54	36.54	30.63	18.05%	12.19%	6.49%	-1.65%	6.90M
31	Consumer Electronics	3333.48B	32.30	26.70	4.28	6.57	26.33	45.95	28.67	15.00%	7.55%	8.21%	2.16%	76.41M
32	Copper	160.46B	29.11	21.07	2.18	4.04	5.04	15.73	30.74	17.55%	13.35%	10.36%	3.82%	47.72M
33	Credit Services	1775.20B	29.05	21.39	2.04	5.44	6.31	12.38	18.80	10.39%	14.27%	10.42%	0.20%	130.54M
34	Department Stores	11.46B	10.62	14.16	-	0.25	1.19	5.11	11.62	31.07%	-20.33%	-0.46%	0.46%	14.86M
35	Diagnostics & Research	629.77B	34.64	21.35	3.65	3.91	3.59	25.97	26.03	9.31%	9.50%	9.84%	0.65%	49.63M
36	Discount Stores	1338.31B	40.97	33.65	4.47	1.16	9.39	44.92	47.27	9.50%	9.18%	7.19%	-0.39%	30.30M
37	Drug Manufacturers - General	3109.51B	25.14	13.38	1.24	4.50	6.30	22.21	19.02	6.31%	20.23%	9.53%	0.35%	121.50M
38	Drug Manufacturers - Specialty & Generic	303.30B	34.66	13.80	2.16	2.29	2.28	11.74	15.52	12.37%	16.02%	8.09%	-0.25%	104.91M
39	Education & Training Services	51.39B	20.93	16.89	1.27	1.62	2.35	3.49	22.83	12.90%	16.50%	8.75%	-2.34%	37.71M
40	Electrical Equipment & Parts	124.41B	36.00	22.31	1.95	3.10	5.00	15.50	27.86	22.03%	18.42%	10.27%	1.63%	138.65M
41	Electronic Components	331.92B	44.16	23.53	2.74	2.33	5.56	21.89	31.02	16.96%	16.09%	7.66%	1.74%	38.06M
42	Electronic Gaming & Multimedia	240.71B	39.96	20.00	1.91	6.54	7.47	8.27	26.63	-21.88%	20.97%	21.33%	-0.25%	17.15M
43	Electronics & Computer Distribution	31.01B	18.16	10.81	1.41	0.25	1.37	15.18	10.36	5.45%	12.88%	8.30%	2.12%	3.78M
44	Engineering & Construction	305.22B	24.53	25.98	1.54	1.57	5.33	17.36	25.02	24.12%	15.89%	10.75%	0.74%	24.06M
45	Entertainment	1083.44B	50.76	34.28	2.44	3.27	4.74	18.94	30.38	17.94%	20.76%	11.67%	-0.42%	130.41M
46	Farm & Heavy Construction Machinery	429.81B	20.33	18.64	13.26	2.09	5.10	16.59	23.61	16.27%	1.53%	4.26%	2.06%	35.96M
47	Farm Products	70.36B	15.73	13.05	2.49	0.34	1.26	6.40	25.41	4.64%	6.31%	6.56%	1.44%	17.46M
48	Financial Conglomerates	44.12B	14.64	2.68	1.02	1.36	1.25	2.90	23.71	4.45%	14.39%	13.48%	-0.09%	2.46M
49	Financial Data & Stock Exchanges	717.86B	39.74	27.54	4.46	9.84	5.60	32.20	28.06	8.99%	8.92%	18.05%	0.32%	28.20M
50	Food Distribution	77.46B	25.94	17.05	1.99	0.32	4.72	34.66	18.11	5.59%	13.05%	9.82%	0.34%	8.45M
51	Footwear & Accessories	175.08B	27.56	24.98	2.68	2.22	6.02	12.49	21.02	11.19%	10.29%	12.45%	3.05%	72.76M
52	Furnishings, Fixtures & Appliances	60.87B	28.05	14.41	2.46	0.86	2.34	14.22	18.46	4.04%	11.38%	6.89%	3.81%	22.09M
53	Gambling	119.55B	63.54	25.10	2.29	3.51	7.54	15.49	29.61	-20.78%	27.76%	42.03%	-0.20%	52.16M
54	Gold	399.50B	21.77	12.84	1.01	4.68	2.53	17.96	25.85	11.52%	21.50%	13.09%	1.37%	196.08M
55	Grocery Stores	81.43B	19.86	14.81	1.77	0.31	4.23	10.17	25.99	14.73%	11.24%	5.00%	-0.82%	23.92M
56	Health Information Services	115.66B	72.72	37.06	4.09	3.38	4.58	8.38	31.26	15.06%	17.77%	22.97%	-0.32%	54.52M
57	Healthcare Plans	597.29B	13.58	10.42	1.69	0.38	1.95	46.03	12.90	-0.13%	8.01%	11.26%	-7.98%	228.46M
58	Home Improvement Retail	506.80B	23.41	21.16	4.09	2.01	47.49	98.72	22.98	10.15%	5.72%	6.65%	-0.41%	8.26M
59	Household & Personal Products	795.74B	27.24	21.15	4.87	3.04	7.45	30.46	23.19	15.48%	5.59%	4.00%	0.23%	108.19M
60	Industrial Distribution	224.40B	29.50	23.54	3.54	1.72	6.38	48.42	30.41	16.02%	8.34%	8.84%	-0.11%	16.29M
61	Information Technology Services	1028.78B	29.34	19.61	3.36	2.65	4.99	16.35	19.79	5.17%	8.74%	4.92%	-0.41%	576.96M
62	Insurance - Diversified	2222.63B	24.48	36.62	17.26	2.58	2.95	3.19	47.61	4.70%	1.42%	7.98%	-1.96%	26.44M
63	Insurance - Life	294.51B	13.96	8.69	1.69	1.06	1.55	6730.09	4.97	7.13%	8.25%	-4.46%	-1.28%	25.74M
64	Insurance - Property & Casualty	621.08B	11.97	12.86	1.49	1.45	2.20	659.18	7.50	13.57%	8.05%	10.72%	-2.67%	31.80M
65	Insurance - Reinsurance	43.57B	12.35	6.55	0.84	0.77	1.11	-	2.97	4.11%	14.74%	15.93%	-2.34%	4.53M
66	Insurance - Specialty	82.04B	14.35	11.13	0.90	2.10	1.62	403.05	6.40	4.99%	16.02%	9.02%	-1.16%	10.08M
67	Insurance Brokers	365.89B	32.94	21.66	3.02	4.52	5.27	15.61	28.52	16.34%	10.92%	9.17%	-1.57%	21.57M
68	Integrated Freight & Logistics	217.83B	16.66	13.72	2.39	0.86	3.44	12.72	19.91	11.20%	6.98%	5.20%	1.34%	17.43M
69	Internet Content & Information	6491.25B	39.19	34.38	3.02	6.59	11.41	19.82	30.93	27.15%	12.96%	17.49%	0.47%	190.33M
70	Internet Retail	3227.49B	30.04	23.22	1.23	2.76	5.71	10.79	73.38	32.81%	24.34%	23.64%	-0.52%	128.42M
71	Leisure	79.23B	33.79	22.02	1.57	1.92	4.16	15.59	25.14	-17.86%	21.53%	11.09%	1.31%	45.31M
72	Lodging	200.86B	33.00	25.16	2.84	3.44	46.23	29.07	30.10	17.10%	11.64%	4.51%	0.18%	9.29M
73	Lumber & Wood Production	23.01B	23.23	14.94	5.08	1.07	1.64	11.27	30.93	29.57%	4.57%	10.79%	1.90%	1.78M
74	Luxury Goods	25.82B	30.46	14.74	2.53	1.21	5.73	12.63	17.40	-11.10%	12.04%	2.24%	-0.31%	11.33M
75	Marine Shipping	33.73B	5.15	8.06	0.30	0.97	0.88	4.58	5.20	30.43%	17.00%	16.22%	2.18%	20.34M
76	Medical Care Facilities	217.34B	18.27	13.84	1.41	0.93	4.17	18.53	14.58	11.01%	12.95%	7.42%	-2.37%	44.33M
77	Medical Devices	971.40B	32.51	22.89	2.74	4.24	4.07	20.86	34.59	9.04%	11.85%	8.89%	-0.79%	121.34M
78	Medical Distribution	193.54B	28.34	16.65	2.39	0.21	36.82	16.38	15.95	20.41%	11.84%	9.28%	-2.13%	8.48M
79	Medical Instruments & Supplies	494.66B	48.78	24.43	4.21	4.33	3.65	25.06	37.40	11.02%	11.58%	9.57%	0.31%	46.23M
80	Metal Fabrication	50.77B	28.26	20.01	1.45	2.21	4.38	21.93	28.25	12.66%	19.45%	3.38%	1.58%	5.17M
81	Mortgage Finance	57.09B	50.19	24.00	1.02	3.08	4.21	11.10	618.23	14.64%	49.18%	1.58%	0.96%	33.07M
82	Oil & Gas Drilling	16.80B	14.29	16.87	-	0.77	0.62	6.13	13.25	16.79%	-1.86%	9.78%	4.83%	59.71M
83	Oil & Gas E&P	669.88B	13.49	11.99	0.97	2.26	1.61	21.72	14.61	18.35%	13.84%	12.08%	1.58%	164.14M
84	Oil & Gas Equipment & Services	206.72B	13.61	12.42	1.26	1.24	2.00	9.75	11.92	36.39%	10.77%	5.22%	2.42%	87.58M
85	Oil & Gas Integrated	1531.76B	14.06	10.99	1.54	0.88	1.46	8.04	8.99	18.70%	9.11%	3.92%	1.89%	90.23M
86	Oil & Gas Midstream	820.24B	18.09	15.78	2.47	1.78	3.01	33.59	16.38	9.97%	7.33%	7.50%	0.83%	110.91M
87	Oil & Gas Refining & Marketing	191.09B	30.42	13.35	1.68	0.32	1.97	8.76	13.76	6.28%	18.13%	5.15%	2.79%	28.68M
88	Other Industrial Metals & Mining	291.22B	11.06	10.79	-	1.81	1.96	9.94	15.64	-5.35%	-3.24%	3.52%	3.94%	196.67M
89	Other Precious Metals & Mining	22.66B	39.77	14.58	1.07	2.52	2.05	12.59	79.58	-2.33%	37.10%	13.63%	1.81%	51.80M
90	Packaged Foods	270.86B	18.63	13.74	5.67	1.29	1.91	18.32	14.71	3.81%	3.29%	4.83%	0.50%	84.77M
91	Packaging & Containers	172.62B	24.62	13.53	0.94	1.15	2.42	20.25	32.78	0.03%	26.30%	4.49%	1.64%	48.97M
92	Paper & Paper Products	15.15B	54.53	7.25	-	0.86	1.52	4.29	9.89	-14.71%	-	4.66%	1.99%	3.03M
93	Personal Services	58.71B	28.33	23.56	2.33	3.35	10.96	23.53	24.14	13.40%	12.19%	7.66%	-0.88%	5.17M
94	Pharmaceutical Retailers	10.24B	-	7.98	-	0.07	1.37	10.91	17.31	41.39%	-17.11%	2.77%	0.08%	7.14M
95	Pollution & Treatment Controls	43.37B	33.20	27.06	3.21	4.47	7.12	24.74	32.29	-26.53%	10.35%	4.08%	1.07%	10.87M
96	Publishing	22.77B	22.64	18.12	2.14	1.67	2.58	14.99	12.74	14.94%	10.59%	2.19%	-0.89%	4.04M
97	Railroads	448.07B	21.79	18.50	2.28	4.89	4.30	80.35	27.86	5.92%	9.56%	4.32%	1.03%	20.93M
98	Real Estate - Development	8.12B	11.39	13.90	-	0.85	0.90	6.55	21.89	16.30%	-2.61%	18.64%	1.53%	1.37M
99	Real Estate - Diversified	6.48B	19.00	42.16	7.28	2.85	1.75	6.85	16.27	20.56%	2.61%	14.45%	1.19%	728.28K
100	Real Estate Services	143.90B	49.13	22.26	2.31	1.15	3.01	7.98	38.44	0.48%	21.23%	11.42%	0.11%	27.82M
101	Recreational Vehicles	23.39B	28.01	17.23	8.60	0.58	1.62	5.91	8.44	-0.08%	3.26%	4.02%	3.27%	7.86M
102	REIT - Diversified	60.60B	17.47	15.53	4.79	6.41	1.28	46.28	14.08	10.04%	3.65%	22.52%	0.81%	16.82M
103	REIT - Healthcare Facilities	240.63B	113.99	66.38	2.97	9.40	2.89	37.19	37.63	-10.82%	38.44%	9.33%	0.03%	39.67M
104	REIT - Hotel & Motel	31.55B	22.44	24.71	-	1.37	1.23	11.28	11.75	-5.00%	-2.49%	1.81%	1.66%	29.23M
105	REIT - Industrial	260.62B	31.10	33.90	29.43	8.34	2.26	96.59	22.86	9.59%	1.06%	16.80%	0.99%	32.63M
106	REIT - Mortgage	60.46B	19.28	7.18	3.57	1.90	0.86	4.26	11.54	-4.97%	5.40%	16.85%	1.46%	75.46M
107	REIT - Office	74.53B	84.95	65.36	1.58	3.89	1.15	16.88	14.99	-25.63%	53.62%	4.36%	0.58%	41.49M
108	REIT - Residential	199.03B	42.51	46.23	5.84	8.04	2.46	112.79	22.42	4.59%	7.28%	7.63%	-0.32%	26.18M
109	REIT - Retail	219.96B	32.38	32.75	2.71	8.40	2.18	53.51	18.59	-0.52%	11.95%	11.85%	0.31%	32.10M
110	REIT - Specialty	401.49B	62.06	36.37	3.69	7.05	6.61	37.19	40.83	4.46%	16.80%	6.90%	0.00%	22.47M
111	Rental & Leasing Services	150.46B	21.66	15.83	2.44	1.66	2.81	20.63	93.52	3.24%	8.87%	10.25%	1.16%	19.49M
112	Residential Construction	172.52B	9.90	10.89	-	1.06	1.67	12.61	19.78	26.29%	-0.18%	11.98%	1.07%	23.07M
113	Resorts & Casinos	97.21B	26.97	17.32	2.27	1.19	4.52	7.65	20.41	-1.23%	11.88%	3.81%	1.67%	38.79M
114	Restaurants	600.84B	30.38	25.18	3.11	3.56	23.75	39.73	33.28	9.87%	9.76%	8.03%	-0.79%	78.55M
115	Scientific & Technical Instruments	193.01B	28.76	20.65	2.26	3.81	3.35	16.01	24.44	8.37%	12.74%	8.88%	1.07%	22.24M
116	Security & Protection Services	43.10B	22.18	14.65	2.40	1.87	3.78	13.80	15.00	10.81%	9.23%	6.13%	0.18%	26.61M
117	Semiconductor Equipment & Materials	787.81B	29.78	23.99	1.74	6.88	10.21	22.27	30.74	22.87%	17.14%	15.09%	2.16%	47.77M
118	Semiconductors	7880.12B	47.74	25.53	1.71	13.27	11.08	32.10	49.72	55.04%	27.95%	39.70%	2.39%	588.52M
119	Shell Companies	38.19B	165.83	356.91	2.58	11.95	3.45	109.00	-	-	64.17%	-	0.05%	18.48M
120	Silver	8.82B	57.12	21.81	1.02	7.27	2.09	8.74	101.74	-1.94%	55.94%	10.64%	1.61%	47.47M
121	Software - Application	2960.88B	49.88	31.69	2.67	7.84	7.51	17.43	34.11	23.29%	18.67%	19.46%	-0.23%	496.34M
122	Software - Infrastructure	5871.46B	45.26	32.93	2.77	11.03	11.40	27.85	54.69	15.68%	16.35%	17.17%	0.46%	651.29M
123	Solar	42.27B	21.88	11.21	0.91	1.30	1.72	3.28	33.77	-9.28%	24.16%	12.22%	4.64%	75.07M
124	Specialty Business Services	421.21B	41.24	29.96	3.94	3.71	6.66	33.43	34.87	8.89%	10.47%	7.60%	-1.86%	30.38M
125	Specialty Chemicals	672.83B	33.36	20.72	3.86	2.43	3.56	23.47	37.65	14.94%	8.64%	4.08%	0.89%	80.93M
126	Specialty Industrial Machinery	1032.66B	31.97	24.40	2.88	3.65	5.67	29.49	32.68	-2.06%	11.09%	5.33%	0.87%	86.09M
127	Specialty Retail	182.61B	21.63	17.87	3.09	0.94	5.40	11.34	23.43	16.67%	7.00%	7.25%	0.98%	50.46M
128	Staffing & Employment Services	20.24B	22.93	13.87	2.45	0.42	2.53	4.54	15.35	-1.35%	9.38%	5.15%	0.50%	7.93M
129	Steel	143.46B	22.64	11.12	1.07	0.57	0.89	4.21	36.54	12.41%	21.10%	5.93%	3.79%	80.17M
130	Telecom Services	1295.34B	17.58	12.80	1.52	1.48	2.08	12.41	10.55	6.85%	11.53%	5.25%	-0.88%	156.90M
131	Textile Manufacturing	2.32B	30.91	18.18	-	1.15	1.96	16.27	16.45	-6.99%	-	2.70%	2.07%	319.48K
132	Thermal Coal	11.36B	11.17	8.65	2.62	1.13	1.10	8.64	15.73	10.05%	4.26%	5.19%	7.35%	9.72M
133	Tobacco	482.18B	22.37	14.55	2.67	5.06	7.36	26.77	16.37	-2.85%	8.39%	2.95%	0.16%	26.73M
134	Tools & Accessories	68.05B	23.41	16.99	3.03	1.75	2.65	23.24	18.66	7.19%	7.73%	11.01%	1.16%	6.80M
135	Travel Services	517.97B	28.84	19.77	1.69	3.42	10.49	9.12	21.05	1.21%	17.06%	9.80%	0.79%	77.24M
136	Trucking	89.45B	32.45	23.94	1.79	1.60	3.35	73.32	45.52	9.01%	18.17%	4.65%	1.70%	12.26M
137	Uranium	45.61B	161.53	55.22	3.71	14.86	5.60	26.50	89.87	7.08%	43.54%	11.23%	0.83%	187.04M
138	Utilities - Diversified	94.71B	17.13	14.04	3.95	1.57	1.80	13.96	69.70	7.95%	4.33%	9.19%	-0.69%	38.18M
139	Utilities - Independent Power Producers	115.75B	23.31	19.72	2.44	1.97	10.24	28.52	32.70	14.08%	9.56%	14.48%	0.40%	9.21M
140	Utilities - Regulated Electric	1108.82B	19.15	15.14	2.26	2.38	1.88	29.08	134.56	3.56%	8.47%	3.82%	-1.31%	124.01M
141	Utilities - Regulated Gas	86.66B	20.24	15.65	2.12	2.08	1.83	37.08	68.47	6.60%	9.57%	5.13%	-0.86%	12.29M
142	Utilities - Regulated Water	64.44B	15.92	18.01	1.79	3.73	2.18	32.24	48.24	12.64%	8.87%	9.35%	-1.79%	6.81M
143	Utilities - Renewable	150.90B	31.00	25.03	2.19	2.90	3.26	9.25	40.58	19.61%	14.15%	6.26%	0.05%	20.92M
144	Waste Management	249.52B	43.26	30.39	3.84	3.82	6.41	130.44	41.34	9.41%	11.25%	9.78%	-2.70%	11.67M

