
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
80	Metal Fabrication	51.17B	28.48	20.16	1.46	2.23	4.41	22.10	28.48	12.54%	19.52%	3.37%	0.79%	3.49M
81	Mortgage Finance	57.75B	50.77	24.28	1.03	3.11	4.26	11.23	625.41	14.26%	49.41%	1.53%	-0.68%	21.71M
82	Oil & Gas Drilling	16.79B	14.28	16.82	-	0.77	0.62	6.13	13.25	16.79%	-1.84%	9.81%	-0.05%	35.27M
83	Oil & Gas E&P	668.40B	13.46	11.96	0.96	2.25	1.61	21.68	14.58	18.24%	13.98%	12.07%	-0.44%	91.06M
84	Oil & Gas Equipment & Services	205.70B	13.55	12.39	1.25	1.23	1.99	9.70	11.86	36.41%	10.80%	5.19%	-0.52%	40.73M
85	Oil & Gas Integrated	1532.87B	14.07	11.01	1.54	0.88	1.46	8.04	9.00	18.72%	9.14%	3.94%	0.07%	53.34M
86	Oil & Gas Midstream	820.33B	18.09	15.78	2.46	1.78	3.01	33.60	16.38	9.94%	7.34%	7.51%	-0.01%	56.54M
87	Oil & Gas Refining & Marketing	193.22B	30.76	13.42	1.70	0.32	1.99	8.85	13.91	6.30%	18.13%	5.15%	1.11%	15.84M
88	Other Industrial Metals & Mining	288.73B	10.96	10.72	-	1.79	1.95	9.86	15.51	-5.76%	-3.48%	3.53%	-0.86%	89.86M
89	Other Precious Metals & Mining	22.87B	40.15	14.69	1.08	2.55	2.07	12.71	80.33	-2.68%	37.28%	13.69%	0.93%	22.73M
90	Packaged Foods	257.75B	18.68	13.75	5.55	1.23	1.86	17.43	14.00	4.31%	3.37%	4.85%	-0.73%	51.48M
91	Packaging & Containers	173.06B	24.68	13.56	0.93	1.15	2.43	20.30	32.86	-0.03%	26.43%	4.51%	0.25%	34.52M
92	Paper & Paper Products	15.22B	54.77	7.29	-	0.87	1.53	4.31	9.94	-14.72%	-	4.66%	0.44%	1.47M
93	Personal Services	59.17B	28.56	23.74	2.34	3.37	11.05	23.72	24.33	13.44%	12.18%	7.68%	0.79%	2.91M
94	Pharmaceutical Retailers	10.22B	-	7.97	-	0.07	1.37	10.89	17.28	41.35%	-17.11%	2.77%	-0.19%	7.29M
95	Pollution & Treatment Controls	43.74B	33.48	27.29	3.23	4.51	7.18	24.95	32.57	-26.16%	10.36%	4.10%	0.84%	4.47M
96	Publishing	22.96B	22.83	18.27	2.15	1.68	2.60	15.12	12.84	14.95%	10.59%	2.20%	0.84%	2.01M
97	Railroads	446.96B	21.74	18.47	2.30	4.88	4.28	80.16	27.79	5.93%	9.47%	4.31%	-0.25%	11.46M
98	Real Estate - Development	8.13B	11.41	13.92	-	0.85	0.90	6.56	21.92	16.27%	-2.61%	18.65%	-0.52%	514.00K
99	Real Estate - Diversified	6.52B	19.13	42.44	7.33	2.87	1.76	6.89	16.38	20.58%	2.61%	14.48%	0.66%	365.83K
100	Real Estate Services	144.96B	49.49	22.42	2.33	1.16	3.03	8.04	38.72	0.56%	21.23%	11.41%	0.74%	11.96M
101	Recreational Vehicles	23.28B	27.88	17.24	9.01	0.58	1.61	5.87	8.40	-0.12%	3.10%	4.01%	-0.57%	4.08M
102	REIT - Diversified	60.76B	17.51	15.57	4.81	6.43	1.29	46.41	14.12	10.07%	3.64%	22.54%	0.27%	8.49M
103	REIT - Healthcare Facilities	242.16B	114.72	66.55	2.99	9.46	2.91	37.42	37.86	-10.80%	38.33%	9.36%	0.83%	21.02M
104	REIT - Hotel & Motel	31.63B	22.50	24.77	-	1.38	1.23	11.31	11.78	-5.02%	-2.49%	1.80%	0.26%	18.12M
105	REIT - Industrial	261.67B	31.23	34.15	29.27	8.37	2.27	96.98	22.95	9.55%	1.07%	16.80%	-0.05%	13.66M
106	REIT - Mortgage	60.58B	19.32	7.19	3.60	1.90	0.86	4.27	11.56	-4.96%	5.37%	16.87%	0.20%	54.91M
107	REIT - Office	74.85B	85.33	66.35	1.60	3.91	1.15	16.95	15.06	-25.51%	53.46%	4.38%	0.42%	16.47M
108	REIT - Residential	199.82B	42.68	46.54	5.84	8.08	2.47	113.24	22.51	4.58%	7.30%	7.64%	0.40%	13.15M
109	REIT - Retail	220.68B	32.49	32.74	2.74	8.43	2.19	53.69	18.65	-0.52%	11.87%	11.83%	0.32%	19.18M
110	REIT - Specialty	399.90B	61.81	36.23	3.68	7.02	6.58	37.05	40.67	4.40%	16.78%	6.91%	-0.40%	13.09M
111	Rental & Leasing Services	151.75B	21.85	15.96	2.46	1.67	2.83	20.81	94.33	3.19%	8.87%	10.26%	0.87%	15.07M
112	Residential Construction	167.64B	9.62	10.58	-	1.03	1.63	12.25	19.22	26.33%	-0.16%	11.99%	-2.54%	15.01M
113	Resorts & Casinos	97.39B	27.02	17.35	2.29	1.19	4.53	7.66	20.45	-1.24%	11.80%	3.70%	0.48%	16.64M
114	Restaurants	602.03B	30.44	25.23	3.11	3.56	23.80	39.81	33.35	9.88%	9.78%	8.05%	0.19%	44.49M
115	Scientific & Technical Instruments	194.72B	29.02	20.84	2.41	3.84	3.38	16.15	24.65	8.40%	12.04%	8.91%	0.91%	15.06M
116	Security & Protection Services	43.75B	22.51	14.87	2.43	1.90	3.83	14.01	15.23	10.73%	9.25%	6.17%	1.51%	21.81M
117	Semiconductor Equipment & Materials	787.40B	29.76	23.96	1.73	6.88	10.20	22.26	30.72	22.88%	17.17%	15.09%	-0.05%	23.51M
118	Semiconductors	7969.69B	48.28	25.80	1.72	13.40	11.20	32.29	50.27	55.11%	28.05%	39.75%	1.13%	570.17M
119	Shell Companies	38.31B	166.76	358.02	2.60	11.87	3.46	92.85	-	-	64.17%	-	0.16%	9.09M
120	Silver	8.82B	57.13	21.79	1.03	7.27	2.09	8.74	101.77	-1.91%	55.55%	10.64%	0.03%	27.29M
121	Software - Application	3018.77B	50.86	32.31	2.73	7.99	7.65	17.77	34.77	23.17%	18.65%	19.55%	1.93%	328.01M
122	Software - Infrastructure	5988.92B	46.17	33.60	2.82	11.25	11.63	28.41	55.79	15.65%	16.35%	17.17%	1.97%	285.36M
123	Solar	45.75B	23.69	12.14	0.98	1.41	1.87	3.55	36.55	-8.81%	24.29%	12.16%	8.26%	80.43M
124	Specialty Business Services	425.26B	41.54	30.19	3.96	3.74	6.69	33.73	35.24	8.90%	10.49%	7.59%	1.00%	16.77M
125	Specialty Chemicals	673.51B	33.39	20.76	3.86	2.43	3.57	23.49	37.69	14.94%	8.65%	4.07%	0.10%	36.81M
126	Specialty Industrial Machinery	1046.45B	32.40	24.73	2.86	3.70	5.75	29.89	33.12	-3.54%	11.33%	5.33%	1.08%	62.40M
127	Specialty Retail	183.01B	21.68	17.91	3.09	0.95	5.40	11.33	23.48	16.66%	7.02%	7.27%	0.20%	29.68M
128	Staffing & Employment Services	20.25B	22.95	13.88	2.45	0.42	2.53	4.54	15.36	-1.40%	9.36%	5.20%	0.06%	3.37M
129	Steel	143.95B	22.72	11.15	1.07	0.57	0.89	4.22	36.67	12.21%	21.15%	5.92%	0.34%	59.94M
130	Telecom Services	1302.06B	17.67	12.86	1.53	1.49	2.10	12.47	10.60	6.92%	11.56%	5.33%	0.46%	87.59M
131	Textile Manufacturing	2.33B	31.05	18.26	-	1.16	1.96	16.34	16.52	-6.99%	-	2.70%	0.45%	231.29K
132	Thermal Coal	11.30B	11.11	8.68	2.51	1.12	1.09	8.60	15.64	9.94%	4.43%	5.20%	-0.54%	4.57M
133	Tobacco	489.95B	22.73	14.78	2.71	5.14	7.48	27.20	16.64	-2.85%	8.39%	2.95%	1.61%	20.30M
134	Tools & Accessories	68.36B	23.52	17.07	3.05	1.76	2.66	23.35	18.75	7.23%	7.72%	11.01%	0.46%	3.42M
135	Travel Services	523.60B	29.16	19.98	1.70	3.46	10.60	9.22	21.27	1.21%	17.10%	9.79%	1.10%	58.12M
136	Trucking	89.77B	32.56	24.03	1.79	1.60	3.29	73.54	45.69	9.03%	18.14%	4.67%	0.28%	9.23M
137	Uranium	46.39B	164.28	56.97	3.75	15.11	5.69	26.96	91.40	7.20%	43.80%	11.17%	1.72%	71.45M
138	Utilities - Diversified	95.51B	17.27	14.14	3.99	1.59	1.82	14.07	70.28	8.03%	4.33%	9.19%	0.84%	23.79M
139	Utilities - Independent Power Producers	118.78B	23.92	20.23	2.51	2.02	10.51	29.27	33.56	14.18%	9.54%	14.46%	2.62%	10.19M
140	Utilities - Regulated Electric	1115.65B	19.26	15.20	2.26	2.39	1.90	29.26	135.39	3.57%	8.51%	3.82%	0.62%	82.09M
141	Utilities - Regulated Gas	87.24B	20.38	15.75	2.12	2.09	1.84	37.33	68.92	6.60%	9.61%	5.14%	0.64%	6.85M
142	Utilities - Regulated Water	64.55B	15.95	18.04	1.79	3.74	2.18	32.29	48.32	12.65%	8.92%	9.34%	0.18%	4.17M
143	Utilities - Renewable	154.04B	31.64	25.55	2.23	2.96	3.33	9.44	41.43	19.50%	14.18%	6.33%	2.07%	18.92M
144	Waste Management	253.13B	43.88	30.84	3.90	3.88	6.51	132.33	41.94	9.42%	11.25%	9.77%	1.45%	6.46M

