
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
24	Chemicals	37.00B	42.93	16.37	10.42	0.39	1.03	4.66	19.22	16.48%	4.12%	2.34%	-2.01%	32.54M
25	Coking Coal	5.27B	23.47	8.03	1.15	0.82	1.13	4.49	13.25	-7.28%	20.47%	7.51%	5.91%	8.22M
26	Communication Equipment	535.64B	33.84	18.17	4.04	2.96	4.26	10.07	21.43	11.40%	8.38%	1.89%	1.32%	255.36M
27	Computer Hardware	404.44B	29.18	20.56	1.38	1.83	10.13	10.49	27.04	10.97%	21.09%	11.30%	1.88%	264.88M
28	Confectioners	123.91B	26.17	23.72	-	2.58	4.17	37.35	23.65	7.67%	-0.27%	7.05%	-0.52%	11.37M
29	Conglomerates	255.91B	23.05	19.32	3.06	2.01	6.38	10.59	34.84	0.78%	7.53%	-0.98%	1.01%	13.72M
30	Consulting Services	101.70B	32.84	26.14	2.70	3.41	9.58	36.69	30.75	18.13%	12.15%	6.39%	1.04%	6.73M
31	Consumer Electronics	3226.68B	31.27	25.88	4.16	6.36	25.49	44.47	27.75	14.98%	7.51%	8.20%	1.88%	101.91M
32	Copper	152.74B	27.71	20.16	2.08	3.84	4.80	14.97	29.27	17.53%	13.32%	10.35%	-1.19%	27.21M
33	Credit Services	1763.06B	28.86	21.25	2.02	5.41	6.27	12.29	18.68	10.52%	14.25%	10.43%	1.60%	220.41M
34	Department Stores	10.65B	9.87	13.16	-	0.23	1.11	4.75	10.80	31.05%	-20.32%	-0.46%	1.32%	14.87M
35	Diagnostics & Research	613.51B	33.74	20.80	3.53	3.81	3.50	25.30	25.36	9.16%	9.55%	9.91%	-0.21%	49.88M
36	Discount Stores	1338.74B	40.99	33.66	4.45	1.16	9.39	44.94	47.28	9.52%	9.20%	7.21%	0.38%	37.66M
37	Drug Manufacturers - General	3050.85B	24.67	13.14	1.21	4.41	6.18	21.79	18.66	6.42%	20.37%	9.57%	0.55%	128.88M
38	Drug Manufacturers - Specialty & Generic	303.24B	34.65	13.80	2.15	2.29	2.28	11.78	15.25	11.41%	16.09%	8.05%	0.19%	95.31M
39	Education & Training Services	52.85B	21.53	17.37	1.29	1.67	2.41	3.59	23.48	13.00%	16.70%	8.78%	-0.63%	60.07M
40	Electrical Equipment & Parts	124.70B	36.20	22.36	1.93	3.11	5.09	15.54	27.93	21.94%	18.78%	10.40%	1.16%	314.64M
41	Electronic Components	329.06B	43.78	23.35	2.71	2.31	5.51	21.74	30.76	16.99%	16.14%	7.74%	0.89%	44.19M
42	Electronic Gaming & Multimedia	244.71B	40.62	20.33	1.94	6.65	7.59	8.41	27.07	-22.10%	20.89%	21.44%	0.75%	19.31M
43	Electronics & Computer Distribution	30.01B	17.57	10.46	1.36	0.24	1.33	14.69	10.02	5.32%	12.90%	8.34%	0.76%	3.35M
44	Engineering & Construction	304.88B	24.50	25.97	1.54	1.57	5.33	17.34	24.99	24.16%	15.92%	10.78%	-0.01%	26.61M
45	Entertainment	1180.23B	55.29	37.39	2.65	3.56	5.16	20.63	33.11	18.56%	20.84%	11.78%	1.11%	139.70M
46	Farm & Heavy Construction Machinery	416.72B	19.71	18.08	12.88	2.02	4.95	16.08	22.89	16.31%	1.53%	4.27%	0.08%	30.79M
47	Farm Products	67.85B	15.17	12.58	2.39	0.32	1.21	6.17	24.50	4.57%	6.36%	6.56%	0.99%	12.69M
48	Financial Conglomerates	43.90B	14.57	2.66	1.01	1.36	1.25	2.88	4.40	4.73%	14.40%	14.24%	1.22%	2.50M
49	Financial Data & Stock Exchanges	718.33B	39.77	27.57	4.46	9.84	5.60	32.22	28.08	9.00%	8.91%	17.97%	1.03%	29.56M
50	Food Distribution	76.17B	25.51	16.77	1.94	0.31	4.64	34.08	17.81	5.59%	13.14%	9.86%	0.46%	12.17M
51	Footwear & Accessories	165.52B	26.05	23.51	2.34	2.10	5.69	11.81	19.87	11.34%	11.12%	12.68%	-1.22%	54.36M
52	Furnishings, Fixtures & Appliances	57.01B	26.27	13.50	2.34	0.81	2.20	13.32	17.29	4.04%	11.21%	6.89%	1.13%	17.79M
53	Gambling	120.72B	64.17	25.20	2.30	3.54	7.61	15.64	29.90	-20.81%	27.86%	42.62%	1.29%	29.85M
54	Gold	393.74B	21.46	12.65	1.02	4.61	2.50	17.70	25.47	11.67%	21.05%	13.11%	2.65%	194.42M
55	Grocery Stores	82.62B	20.15	15.02	1.79	0.32	4.29	10.32	26.37	14.77%	11.24%	4.97%	0.82%	25.27M
56	Health Information Services	119.14B	74.91	38.29	4.23	3.49	4.72	8.63	32.20	15.17%	17.72%	23.10%	1.13%	71.83M
57	Healthcare Plans	630.71B	14.34	11.00	1.71	0.40	2.06	48.61	13.62	0.21%	8.37%	11.50%	1.10%	55.37M
58	Home Improvement Retail	497.99B	23.00	20.79	4.03	1.97	46.67	97.00	22.58	10.14%	5.71%	6.65%	-0.61%	9.69M
59	Household & Personal Products	783.58B	26.82	20.83	4.78	3.00	7.34	30.00	22.84	15.63%	5.61%	4.00%	0.28%	113.32M
60	Industrial Distribution	219.77B	28.84	23.07	3.47	1.68	6.25	47.73	29.63	16.05%	8.32%	8.82%	0.24%	19.25M
61	Information Technology Services	1027.55B	29.31	19.59	3.37	2.65	4.98	16.33	19.76	5.21%	8.70%	4.85%	0.98%	511.11M
62	Insurance - Diversified	2248.52B	24.77	37.04	17.29	2.61	2.99	3.23	48.16	4.70%	1.43%	7.96%	0.01%	25.46M
63	Insurance - Life	296.70B	14.06	8.76	1.71	1.07	1.57	6780.24	5.01	7.18%	8.20%	-4.49%	0.08%	24.17M
64	Insurance - Property & Casualty	640.91B	12.35	13.27	1.54	1.50	2.27	680.23	7.74	13.59%	8.03%	10.75%	1.44%	31.09M
65	Insurance - Reinsurance	44.49B	12.61	6.68	0.86	0.79	1.13	-	3.03	4.15%	14.69%	15.98%	0.62%	3.66M
66	Insurance - Specialty	82.54B	14.44	11.20	0.91	2.12	1.63	405.52	6.44	5.18%	15.90%	9.12%	0.04%	12.67M
67	Insurance Brokers	372.37B	33.52	22.04	3.07	4.60	5.36	15.88	29.02	16.35%	10.93%	9.24%	0.95%	13.38M
68	Integrated Freight & Logistics	208.31B	15.92	13.10	2.27	0.82	3.28	12.12	19.04	11.15%	7.02%	5.22%	-0.50%	18.72M
69	Internet Content & Information	6503.82B	39.27	34.45	3.03	6.60	11.44	19.86	30.99	27.21%	12.97%	17.50%	-0.21%	251.01M
70	Internet Retail	3243.83B	30.19	23.34	1.23	2.77	5.74	10.85	73.75	32.74%	24.45%	23.81%	-1.24%	202.89M
71	Leisure	78.24B	33.37	21.77	1.53	1.90	4.11	15.41	24.82	-16.35%	21.85%	11.23%	-0.29%	47.11M
72	Lodging	197.47B	32.45	24.74	2.78	3.38	45.45	28.58	29.59	17.10%	11.66%	4.53%	-0.10%	10.60M
73	Lumber & Wood Production	21.59B	21.80	14.02	4.76	1.00	1.54	10.59	29.02	29.67%	4.58%	10.83%	-0.66%	1.48M
74	Luxury Goods	25.82B	30.46	14.74	2.51	1.21	5.73	12.63	17.40	-10.78%	12.13%	2.25%	0.28%	9.29M
75	Marine Shipping	32.74B	4.99	7.82	0.29	0.94	0.85	4.44	5.05	30.55%	17.20%	16.33%	-1.23%	19.89M
76	Medical Care Facilities	220.49B	18.53	14.04	1.43	0.95	4.23	18.80	14.79	11.17%	13.00%	7.44%	0.33%	42.48M
77	Medical Devices	981.04B	32.83	23.12	2.75	4.29	4.11	21.08	34.93	9.09%	11.92%	8.95%	0.70%	119.41M
78	Medical Distribution	199.92B	29.27	17.21	2.48	0.22	38.04	16.92	16.47	20.51%	11.82%	9.28%	0.59%	9.75M
79	Medical Instruments & Supplies	489.78B	48.30	24.19	4.16	4.29	3.62	24.82	37.03	11.09%	11.61%	9.63%	0.98%	39.73M
80	Metal Fabrication	49.97B	27.82	19.69	1.42	2.17	4.31	21.59	27.81	12.40%	19.64%	3.34%	-0.25%	6.52M
81	Mortgage Finance	55.48B	48.77	23.28	0.98	2.99	4.09	10.79	600.79	14.70%	49.83%	1.58%	0.06%	33.88M
82	Oil & Gas Drilling	15.61B	13.27	15.62	-	0.72	0.57	5.70	12.31	16.72%	-1.68%	9.85%	-0.71%	48.91M
83	Oil & Gas E&P	655.16B	13.19	11.71	0.90	2.21	1.58	21.25	14.29	18.09%	14.69%	11.92%	-0.84%	169.26M
84	Oil & Gas Equipment & Services	197.95B	13.04	11.84	1.18	1.19	1.91	9.34	11.41	36.57%	11.00%	5.21%	-0.21%	85.03M
85	Oil & Gas Integrated	1485.48B	13.64	10.67	1.50	0.85	1.42	7.79	8.72	18.73%	9.09%	3.92%	-0.75%	104.84M
86	Oil & Gas Midstream	829.52B	18.25	15.95	2.49	1.80	3.05	33.97	16.57	10.01%	7.33%	7.44%	0.37%	132.13M
87	Oil & Gas Refining & Marketing	181.33B	28.86	12.68	1.60	0.30	1.87	8.31	13.06	6.41%	18.01%	5.16%	-0.23%	22.91M
88	Other Industrial Metals & Mining	278.70B	10.58	10.33	-	1.73	1.88	9.51	14.97	-5.69%	-3.22%	3.55%	-0.75%	143.00M
89	Other Precious Metals & Mining	22.16B	38.90	13.65	1.05	2.47	2.00	12.31	77.83	-2.29%	37.17%	13.78%	2.47%	39.30M
90	Packaged Foods	256.43B	18.22	13.42	5.42	1.22	1.84	17.24	13.92	4.12%	3.36%	4.85%	0.47%	109.13M
91	Packaging & Containers	162.73B	23.21	12.73	0.90	1.08	2.28	19.09	30.90	0.22%	25.89%	4.45%	-0.35%	47.71M
92	Paper & Paper Products	14.80B	53.27	7.10	-	0.84	1.48	4.19	9.67	-14.64%	-	4.71%	0.56%	3.03M
93	Personal Services	59.00B	28.48	23.68	2.33	3.36	11.02	23.65	24.26	13.39%	12.21%	7.69%	0.37%	6.30M
94	Pharmaceutical Retailers	10.23B	-	7.99	-	0.07	1.37	10.89	17.28	43.67%	-16.63%	2.78%	0.29%	9.44M
95	Pollution & Treatment Controls	42.48B	32.52	26.50	3.14	4.38	6.97	24.23	31.63	-26.91%	10.37%	4.08%	0.09%	7.94M
96	Publishing	22.83B	22.71	18.23	2.18	1.68	2.59	15.04	12.77	14.92%	10.40%	2.13%	0.35%	4.50M
97	Railroads	435.43B	21.20	18.06	2.22	4.76	4.17	78.65	27.21	5.92%	9.55%	4.32%	0.07%	23.70M
98	Real Estate - Development	7.86B	10.96	13.45	-	0.82	0.87	6.31	21.18	15.82%	-2.68%	18.63%	0.25%	2.12M
99	Real Estate - Diversified	6.33B	18.58	41.22	7.12	2.79	1.71	6.70	15.90	20.56%	2.61%	14.43%	-1.50%	929.75K
100	Real Estate Services	142.11B	48.52	21.98	2.29	1.15	2.97	7.89	37.98	0.23%	21.22%	11.51%	-0.77%	61.48M
101	Recreational Vehicles	21.57B	25.83	15.81	7.07	0.54	1.49	5.43	7.78	0.23%	3.65%	4.03%	-0.73%	6.00M
102	REIT - Diversified	59.42B	17.13	15.23	4.78	6.29	1.26	45.38	13.80	10.03%	3.58%	22.49%	0.30%	17.08M
103	REIT - Healthcare Facilities	242.12B	114.70	66.59	2.98	9.45	2.91	37.41	37.86	-10.97%	38.44%	9.32%	0.73%	48.60M
104	REIT - Hotel & Motel	30.12B	21.43	23.24	-	1.31	1.17	10.77	11.22	-5.02%	-2.44%	1.81%	-2.16%	33.98M
105	REIT - Industrial	254.74B	30.40	33.15	28.55	8.15	2.21	94.41	22.34	9.58%	1.06%	16.76%	-0.02%	35.41M
106	REIT - Mortgage	58.82B	18.76	6.99	3.50	1.85	0.84	4.15	11.22	-4.92%	5.36%	16.86%	-1.38%	75.22M
107	REIT - Office	73.36B	83.62	64.21	1.53	3.83	1.13	16.61	14.76	-25.76%	54.70%	4.27%	-0.72%	31.04M
108	REIT - Residential	199.44B	42.59	46.33	5.98	8.06	2.46	113.02	22.47	4.67%	7.12%	7.61%	-0.09%	28.12M
109	REIT - Retail	217.36B	32.00	32.33	2.62	8.30	2.15	52.88	18.37	-0.54%	12.21%	11.97%	0.42%	38.66M
110	REIT - Specialty	399.76B	61.79	36.09	3.64	7.02	6.58	37.03	40.66	4.37%	16.96%	6.93%	1.27%	27.17M
111	Rental & Leasing Services	146.21B	21.05	15.37	2.38	1.61	2.73	20.05	90.89	3.06%	8.86%	10.28%	-0.92%	21.34M
112	Residential Construction	163.62B	9.39	10.33	-	1.01	1.59	12.19	16.49	26.27%	-0.19%	11.97%	0.15%	16.82M
113	Resorts & Casinos	89.48B	24.83	15.94	2.12	1.09	4.16	7.04	18.79	-1.08%	11.72%	3.95%	-0.96%	30.48M
114	Restaurants	592.96B	29.98	24.84	3.04	3.51	23.47	39.29	32.85	9.91%	9.85%	8.08%	0.44%	84.11M
115	Scientific & Technical Instruments	190.04B	28.32	19.59	2.04	3.75	3.29	15.76	24.06	8.42%	13.86%	8.94%	-3.23%	35.03M
116	Security & Protection Services	42.35B	21.79	14.27	2.36	1.84	3.71	13.56	14.74	10.78%	9.24%	6.32%	0.55%	24.72M
117	Semiconductor Equipment & Materials	774.35B	29.27	23.61	1.71	6.77	10.03	21.89	30.21	22.90%	17.15%	15.13%	0.37%	34.63M
118	Semiconductors	7882.00B	47.75	25.54	1.70	13.27	11.08	32.11	49.72	55.16%	28.03%	39.83%	0.20%	524.81M
119	Shell Companies	36.59B	158.88	341.94	2.48	11.45	3.30	104.43	-	-	64.17%	-	-0.07%	16.71M
120	Silver	8.54B	55.31	21.89	1.00	7.04	2.02	8.46	98.52	-2.05%	55.28%	10.61%	2.72%	46.81M
121	Software - Application	2991.26B	50.40	32.05	2.70	7.92	7.61	17.62	34.46	23.26%	18.65%	19.48%	1.16%	423.97M
122	Software - Infrastructure	5924.10B	45.67	33.22	2.80	11.13	11.50	28.10	55.17	15.73%	16.33%	17.26%	1.11%	520.88M
123	Solar	39.45B	20.10	10.40	0.82	1.21	1.61	3.06	31.52	-9.50%	24.57%	12.04%	1.90%	112.72M
124	Specialty Business Services	428.10B	41.91	30.45	4.00	3.77	6.77	33.98	35.44	8.91%	10.49%	7.57%	1.08%	33.07M
125	Specialty Chemicals	652.09B	32.33	20.10	3.75	2.36	3.45	22.75	36.49	15.05%	8.63%	4.09%	0.12%	54.31M
126	Specialty Industrial Machinery	1019.47B	31.56	24.10	2.85	3.61	5.60	29.21	32.26	-1.41%	11.08%	5.32%	0.40%	101.98M
127	Specialty Retail	176.40B	20.90	17.27	3.01	0.91	5.22	10.96	22.63	16.72%	6.95%	7.25%	0.42%	57.56M
128	Staffing & Employment Services	19.53B	22.13	13.39	2.37	0.40	2.44	4.38	14.81	-1.20%	9.32%	5.26%	0.40%	61.42M
129	Steel	134.86B	21.29	10.44	1.01	0.53	0.83	3.96	34.35	12.64%	21.11%	5.83%	-0.48%	52.92M
130	Telecom Services	1292.12B	17.53	12.78	1.53	1.48	2.08	12.38	10.52	6.85%	11.48%	5.19%	1.80%	161.50M
131	Textile Manufacturing	2.26B	30.16	17.35	-	1.13	1.91	15.88	16.05	-7.03%	-	2.70%	0.82%	516.50K
132	Thermal Coal	10.93B	10.75	7.98	2.02	1.08	1.05	8.31	15.12	9.70%	5.31%	5.24%	2.94%	9.83M
133	Tobacco	490.81B	22.77	14.82	2.71	5.15	7.49	27.25	16.67	-2.80%	8.39%	2.99%	0.47%	25.20M
134	Tools & Accessories	65.80B	22.64	16.47	2.96	1.70	2.56	22.47	18.04	7.25%	7.64%	11.02%	0.01%	7.13M
135	Travel Services	511.33B	28.47	19.53	1.67	3.38	10.36	9.01	20.78	1.41%	17.06%	9.83%	0.87%	71.64M
136	Trucking	84.86B	30.78	22.73	1.70	1.52	3.11	69.52	43.19	9.01%	18.06%	4.63%	-0.87%	11.82M
137	Uranium	46.88B	166.01	56.76	3.80	15.27	5.75	27.24	92.36	7.27%	43.72%	11.05%	2.01%	128.54M
138	Utilities - Diversified	94.64B	17.12	14.03	3.92	1.57	1.80	13.95	69.64	7.77%	4.36%	9.15%	0.25%	38.78M
139	Utilities - Independent Power Producers	119.64B	24.09	20.38	2.52	2.04	10.58	29.48	33.80	14.12%	9.56%	14.49%	-0.85%	11.63M
140	Utilities - Regulated Electric	1112.65B	19.21	15.20	2.25	2.39	1.89	29.18	135.02	3.51%	8.52%	3.80%	0.55%	158.98M
141	Utilities - Regulated Gas	87.55B	20.45	15.81	2.15	2.10	1.84	37.46	69.17	6.62%	9.49%	5.09%	0.61%	12.19M
142	Utilities - Regulated Water	64.43B	15.92	18.01	1.78	3.73	2.18	32.23	48.23	12.68%	8.94%	9.33%	1.56%	7.10M
143	Utilities - Renewable	155.16B	31.87	25.74	2.27	2.98	3.36	9.51	41.73	20.01%	14.03%	6.05%	0.78%	18.36M
144	Waste Management	257.75B	44.68	31.42	4.03	3.98	6.62	133.15	43.08	9.35%	11.10%	9.79%	0.55%	8.12M

