
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
23	Capital Markets	997.04B	22.33	18.08	1.73	1.89	2.90	4.43	9.25	13.64%	12.94%	31.62%	2.08%	628.61M
24	Chemicals	37.12B	43.07	16.42	10.46	0.39	1.04	4.68	19.28	16.48%	4.12%	2.34%	-1.70%	23.34M
25	Coking Coal	5.29B	23.56	8.06	1.15	0.82	1.13	4.51	13.30	-7.28%	20.45%	7.51%	6.37%	5.50M
26	Communication Equipment	535.79B	33.85	18.17	4.04	2.96	4.26	10.07	21.43	11.38%	8.37%	1.89%	1.34%	213.51M
27	Computer Hardware	405.34B	29.25	20.60	1.39	1.83	10.16	10.52	27.10	11.01%	21.08%	11.32%	2.13%	230.83M
28	Confectioners	124.02B	26.19	23.74	-	2.59	4.17	37.38	23.67	7.66%	-0.27%	7.05%	-0.43%	6.91M
29	Conglomerates	256.18B	23.07	19.34	3.06	2.02	6.39	10.60	34.88	0.78%	7.53%	-0.98%	1.11%	8.35M
30	Consulting Services	101.67B	32.83	26.13	2.70	3.41	9.57	36.68	30.75	18.13%	12.16%	6.39%	1.01%	4.80M
31	Consumer Electronics	3233.52B	31.34	25.93	4.17	6.37	25.54	44.57	27.81	14.99%	7.51%	8.20%	2.09%	76.28M
32	Copper	152.69B	27.70	20.15	2.08	3.84	4.80	14.97	29.26	17.53%	13.33%	10.35%	-1.22%	21.96M
33	Credit Services	1764.17B	28.87	21.26	2.03	5.41	6.28	12.30	18.69	10.52%	14.25%	10.43%	1.67%	193.57M
34	Department Stores	10.62B	9.83	13.11	-	0.23	1.10	4.73	10.77	31.00%	-20.30%	-0.46%	1.02%	11.74M
35	Diagnostics & Research	614.09B	33.77	20.82	3.54	3.81	3.50	25.32	25.38	9.15%	9.55%	9.92%	-0.12%	34.36M
36	Discount Stores	1340.61B	41.05	33.70	4.46	1.16	9.40	45.00	47.35	9.52%	9.20%	7.21%	0.52%	25.49M
37	Drug Manufacturers - General	3049.83B	24.66	13.13	1.21	4.41	6.18	21.78	18.65	6.42%	20.36%	9.57%	0.52%	84.90M
38	Drug Manufacturers - Specialty & Generic	303.01B	34.62	13.79	2.15	2.29	2.28	11.77	15.24	11.44%	16.09%	8.06%	0.11%	71.45M
39	Education & Training Services	52.81B	21.51	17.35	1.29	1.67	2.41	3.59	23.46	12.99%	16.71%	8.79%	-0.71%	53.72M
40	Electrical Equipment & Parts	124.72B	36.21	22.36	1.93	3.11	5.10	15.54	27.93	21.93%	18.77%	10.41%	1.18%	298.20M
41	Electronic Components	329.63B	43.86	23.39	2.72	2.31	5.52	21.78	30.81	16.98%	16.14%	7.74%	1.06%	32.17M
42	Electronic Gaming & Multimedia	244.54B	40.59	20.31	1.94	6.65	7.59	8.40	27.05	-22.08%	20.89%	21.43%	0.68%	13.59M
43	Electronics & Computer Distribution	29.99B	17.56	10.46	1.36	0.24	1.32	14.68	10.02	5.32%	12.90%	8.32%	0.68%	2.07M
44	Engineering & Construction	305.22B	24.53	25.99	1.54	1.57	5.33	17.36	25.02	24.16%	15.92%	10.78%	0.10%	18.77M
45	Entertainment	1181.04B	55.33	37.42	2.66	3.56	5.16	20.65	33.13	18.56%	20.84%	11.78%	1.17%	105.74M
46	Farm & Heavy Construction Machinery	416.56B	19.70	18.07	12.87	2.02	4.94	16.07	22.88	16.31%	1.53%	4.27%	0.05%	23.26M
47	Farm Products	67.91B	15.18	12.59	2.39	0.32	1.21	6.18	24.52	4.57%	6.36%	6.57%	1.07%	7.84M
48	Financial Conglomerates	43.90B	14.56	2.66	1.01	1.36	1.25	2.88	4.40	4.74%	14.40%	14.25%	1.21%	1.93M
49	Financial Data & Stock Exchanges	718.35B	39.77	27.57	4.46	9.84	5.60	32.22	28.08	8.99%	8.91%	17.98%	1.03%	20.96M
50	Food Distribution	76.14B	25.50	16.76	1.94	0.31	4.64	34.07	17.80	5.58%	13.13%	9.86%	0.43%	8.12M
51	Footwear & Accessories	165.32B	26.02	23.48	2.34	2.10	5.68	11.80	19.85	11.33%	11.12%	12.68%	-1.34%	44.11M
52	Furnishings, Fixtures & Appliances	57.04B	26.28	13.51	2.34	0.81	2.20	13.32	17.30	4.04%	11.22%	6.90%	1.17%	12.97M
53	Gambling	120.73B	64.17	25.20	2.30	3.54	7.61	15.64	29.90	-20.82%	27.86%	42.61%	1.30%	23.35M
54	Gold	393.76B	21.46	12.65	1.02	4.61	2.50	17.70	25.47	11.67%	21.05%	13.11%	2.66%	171.51M
55	Grocery Stores	82.68B	20.17	15.03	1.79	0.32	4.30	10.32	26.39	14.78%	11.25%	4.97%	0.89%	19.17M
56	Health Information Services	119.04B	74.85	38.26	4.22	3.48	4.71	8.62	32.17	15.13%	17.74%	23.12%	1.03%	56.57M
57	Healthcare Plans	630.14B	14.32	10.99	1.71	0.40	2.05	48.57	13.61	0.21%	8.38%	11.50%	1.00%	41.18M
58	Home Improvement Retail	498.34B	23.02	20.81	4.03	1.97	46.70	97.07	22.60	10.14%	5.71%	6.65%	-0.53%	6.21M
59	Household & Personal Products	783.37B	26.81	20.83	4.78	3.00	7.34	29.99	22.83	15.63%	5.61%	4.00%	0.25%	87.48M
60	Industrial Distribution	219.78B	28.84	23.08	3.47	1.68	6.25	47.73	29.63	16.04%	8.32%	8.82%	0.25%	12.14M
61	Information Technology Services	1027.04B	29.29	19.58	3.37	2.64	4.98	16.32	19.76	5.20%	8.70%	4.86%	0.96%	467.40M
62	Insurance - Diversified	2247.79B	24.76	37.03	17.29	2.61	2.99	3.23	48.15	4.70%	1.43%	7.96%	-0.02%	19.42M
63	Insurance - Life	296.61B	14.06	8.75	1.71	1.07	1.56	6778.14	5.01	7.18%	8.20%	-4.49%	0.05%	15.33M
64	Insurance - Property & Casualty	641.24B	12.36	13.27	1.54	1.50	2.27	680.58	7.74	13.60%	8.03%	10.75%	1.49%	18.49M
65	Insurance - Reinsurance	44.52B	12.62	6.69	0.86	0.79	1.14	-	3.04	4.15%	14.71%	15.98%	0.69%	1.21M
66	Insurance - Specialty	82.50B	14.43	11.19	0.91	2.11	1.63	405.29	6.44	5.17%	15.91%	9.12%	-0.01%	5.86M
67	Insurance Brokers	372.73B	33.55	22.07	3.07	4.61	5.37	15.89	29.05	16.36%	10.93%	9.24%	1.05%	8.05M
68	Integrated Freight & Logistics	208.31B	15.92	13.10	2.27	0.82	3.28	12.12	19.04	11.15%	7.02%	5.22%	-0.51%	11.54M
69	Internet Content & Information	6506.11B	39.29	34.46	3.03	6.60	11.44	19.87	31.01	27.21%	12.97%	17.51%	-0.16%	200.78M
70	Internet Retail	3247.48B	30.22	23.37	1.24	2.78	5.75	10.86	73.83	32.75%	24.45%	23.81%	-1.13%	163.64M
71	Leisure	78.24B	33.38	21.77	1.53	1.90	4.11	15.41	24.83	-16.33%	21.86%	11.23%	-0.29%	35.21M
72	Lodging	197.48B	32.45	24.74	2.78	3.38	45.46	28.58	29.59	17.10%	11.66%	4.53%	-0.09%	7.75M
73	Lumber & Wood Production	21.59B	21.81	14.02	4.76	1.00	1.54	10.60	29.03	29.68%	4.58%	10.83%	-0.64%	1.02M
74	Luxury Goods	25.82B	30.46	14.75	2.51	1.21	5.73	12.63	17.40	-10.17%	12.13%	2.25%	0.30%	6.36M
75	Marine Shipping	32.75B	4.99	7.83	0.29	0.94	0.85	4.44	5.05	30.54%	17.16%	16.33%	-1.18%	16.45M
76	Medical Care Facilities	220.43B	18.53	14.04	1.43	0.95	4.23	18.79	14.79	11.17%	13.00%	7.44%	0.30%	30.14M
77	Medical Devices	981.57B	32.85	23.13	2.76	4.29	4.11	21.09	34.95	9.09%	11.92%	8.95%	0.75%	90.63M
78	Medical Distribution	199.63B	29.23	17.18	2.47	0.22	37.98	16.90	16.45	20.50%	11.82%	9.29%	0.44%	5.68M
79	Medical Instruments & Supplies	490.25B	48.34	24.21	4.16	4.29	3.62	24.84	37.06	11.10%	11.61%	9.63%	1.08%	27.27M
80	Metal Fabrication	50.02B	27.84	19.71	1.42	2.18	4.31	21.61	27.83	12.39%	19.64%	3.33%	-0.16%	3.69M
81	Mortgage Finance	55.37B	48.68	23.24	0.98	2.99	4.08	10.77	599.64	14.72%	49.80%	1.59%	0.02%	18.99M
82	Oil & Gas Drilling	15.66B	13.32	15.67	-	0.72	0.58	5.72	12.35	16.74%	-1.66%	9.85%	-0.35%	38.64M
83	Oil & Gas E&P	655.42B	13.20	11.71	0.90	2.21	1.58	21.25	14.30	18.09%	14.68%	11.92%	-0.80%	130.14M
84	Oil & Gas Equipment & Services	198.05B	13.04	11.84	1.19	1.19	1.91	9.34	11.42	36.57%	11.00%	5.21%	-0.15%	58.65M
85	Oil & Gas Integrated	1485.18B	13.63	10.66	1.50	0.85	1.42	7.79	8.72	18.74%	9.09%	3.92%	-0.77%	85.56M
86	Oil & Gas Midstream	829.07B	18.24	15.94	2.49	1.80	3.05	33.96	16.56	10.00%	7.34%	7.44%	0.34%	103.02M
87	Oil & Gas Refining & Marketing	181.41B	28.88	12.69	1.60	0.30	1.87	8.31	13.06	6.40%	18.01%	5.16%	-0.19%	16.85M
88	Other Industrial Metals & Mining	278.72B	10.58	10.34	-	1.73	1.88	9.52	14.97	-5.63%	-3.21%	3.54%	-0.74%	132.80M
89	Other Precious Metals & Mining	22.18B	38.94	13.67	1.05	2.47	2.01	12.33	77.92	-2.28%	37.14%	13.79%	2.59%	33.19M
90	Packaged Foods	256.43B	18.22	13.42	5.41	1.22	1.84	17.23	13.92	4.12%	3.37%	4.85%	0.47%	84.62M
91	Packaging & Containers	162.76B	23.21	12.74	0.90	1.08	2.28	19.09	30.90	0.22%	25.88%	4.45%	-0.34%	30.89M
92	Paper & Paper Products	14.81B	53.30	7.10	-	0.84	1.48	4.20	9.67	-14.63%	-	4.71%	0.61%	2.09M
93	Personal Services	59.03B	28.49	23.69	2.33	3.37	11.02	23.66	24.27	13.39%	12.21%	7.69%	0.42%	3.55M
94	Pharmaceutical Retailers	10.22B	-	7.99	-	0.07	1.37	10.89	17.28	43.72%	-16.63%	2.79%	0.26%	6.63M
95	Pollution & Treatment Controls	42.52B	32.55	26.53	3.14	4.39	6.98	24.25	31.66	-26.93%	10.37%	4.09%	0.18%	5.56M
96	Publishing	22.85B	22.72	18.24	2.19	1.68	2.59	15.05	12.78	14.92%	10.39%	2.13%	0.42%	3.43M
97	Railroads	435.55B	21.21	18.06	2.22	4.76	4.18	78.68	27.22	5.92%	9.55%	4.32%	0.10%	14.27M
98	Real Estate - Development	7.86B	10.97	13.46	-	0.82	0.87	6.32	21.19	15.90%	-2.68%	18.58%	0.17%	1.68M
99	Real Estate - Diversified	6.32B	18.56	41.17	7.11	2.79	1.71	6.69	15.88	20.56%	2.61%	14.43%	-1.62%	616.26K
100	Real Estate Services	142.23B	48.56	22.00	2.29	1.14	2.97	7.89	38.00	0.23%	21.22%	11.51%	-0.70%	29.52M
101	Recreational Vehicles	21.58B	25.85	15.82	7.08	0.54	1.49	5.44	7.79	0.22%	3.65%	4.03%	-0.66%	4.20M
102	REIT - Diversified	59.36B	17.11	15.21	4.78	6.28	1.26	45.33	13.79	10.03%	3.58%	22.49%	0.19%	10.05M
103	REIT - Healthcare Facilities	241.46B	114.39	66.41	2.98	9.43	2.90	37.31	37.75	-10.96%	38.43%	9.32%	0.47%	31.86M
104	REIT - Hotel & Motel	30.10B	21.41	23.23	-	1.31	1.17	10.76	11.21	-5.03%	-2.43%	1.80%	-2.22%	21.54M
105	REIT - Industrial	254.31B	30.35	33.10	28.39	8.13	2.21	94.25	22.31	9.58%	1.07%	16.75%	-0.19%	23.01M
106	REIT - Mortgage	58.81B	18.76	6.99	3.50	1.85	0.84	4.15	11.22	-4.92%	5.36%	16.86%	-1.39%	59.93M
107	REIT - Office	73.22B	83.46	64.09	1.53	3.82	1.13	16.58	14.73	-25.75%	54.69%	4.28%	-0.92%	19.86M
108	REIT - Residential	199.18B	42.54	46.27	5.95	8.05	2.46	112.87	22.44	4.67%	7.15%	7.61%	-0.22%	16.73M
109	REIT - Retail	216.99B	31.95	32.28	2.61	8.28	2.15	52.79	18.34	-0.54%	12.23%	11.97%	0.25%	21.11M
110	REIT - Specialty	399.37B	61.73	36.05	3.64	7.01	6.57	37.00	40.62	4.37%	16.97%	6.93%	1.17%	15.24M
111	Rental & Leasing Services	146.19B	21.04	15.37	2.38	1.61	2.73	20.05	90.87	3.10%	8.86%	10.29%	-0.93%	15.89M
112	Residential Construction	163.77B	9.40	10.34	-	1.01	1.59	12.20	16.50	26.27%	-0.19%	11.97%	0.24%	11.49M
113	Resorts & Casinos	89.56B	24.85	15.95	2.12	1.09	4.16	7.05	18.81	-1.07%	11.72%	3.95%	-0.87%	23.02M
114	Restaurants	593.35B	30.00	24.86	3.04	3.51	23.48	39.31	32.87	9.92%	9.85%	8.08%	0.51%	61.62M
115	Scientific & Technical Instruments	190.14B	28.33	19.60	2.21	3.75	3.30	15.77	24.07	8.42%	12.82%	8.93%	-3.18%	25.44M
116	Security & Protection Services	42.32B	21.78	14.26	2.36	1.84	3.71	13.55	14.73	10.80%	9.24%	6.33%	0.48%	15.78M
117	Semiconductor Equipment & Materials	774.83B	29.29	23.62	1.71	6.77	10.04	21.90	30.23	22.90%	17.15%	15.13%	0.43%	22.01M
118	Semiconductors	7890.80B	47.80	25.57	1.71	13.29	11.10	32.14	49.78	55.16%	28.03%	39.83%	0.31%	389.78M
119	Shell Companies	36.60B	158.92	342.04	2.48	11.45	3.30	104.46	-	-	64.17%	-	-0.06%	15.10M
120	Silver	8.54B	55.34	21.90	1.00	7.04	2.02	8.47	98.58	-2.05%	55.18%	10.61%	2.79%	43.74M
121	Software - Application	2992.03B	50.41	32.06	2.70	7.92	7.60	17.63	34.46	23.24%	18.65%	19.48%	1.18%	330.01M
122	Software - Infrastructure	5937.47B	45.77	33.29	2.80	11.15	11.53	28.16	55.29	15.73%	16.32%	17.26%	1.35%	421.65M
123	Solar	39.46B	20.10	10.40	0.82	1.21	1.61	3.06	31.52	-9.48%	24.57%	12.04%	1.92%	101.17M
124	Specialty Business Services	428.08B	41.91	30.45	4.00	3.77	6.77	33.98	35.43	8.91%	10.49%	7.57%	1.08%	21.73M
125	Specialty Chemicals	652.05B	32.33	20.09	3.75	2.36	3.45	22.75	36.49	15.04%	8.63%	4.08%	0.11%	37.73M
126	Specialty Industrial Machinery	1020.34B	31.59	24.12	2.85	3.61	5.60	29.23	32.29	-1.40%	11.08%	5.32%	0.48%	78.12M
127	Specialty Retail	176.28B	20.88	17.26	3.00	0.91	5.22	10.95	22.62	16.72%	6.96%	7.26%	0.35%	43.62M
128	Staffing & Employment Services	19.53B	22.13	13.38	2.37	0.40	2.44	4.38	14.81	-1.19%	9.32%	5.24%	0.37%	59.17M
129	Steel	135.00B	21.31	10.45	1.01	0.53	0.83	3.96	34.39	12.64%	21.10%	5.83%	-0.38%	43.94M
130	Telecom Services	1292.04B	17.53	12.78	1.53	1.48	2.08	12.38	10.52	6.85%	11.48%	5.20%	1.80%	111.47M
131	Textile Manufacturing	2.26B	30.16	17.35	-	1.13	1.91	15.88	16.05	-7.04%	-	2.70%	0.82%	392.05K
132	Thermal Coal	10.94B	10.75	7.99	2.03	1.09	1.05	8.32	15.13	9.70%	5.31%	5.24%	3.01%	7.27M
133	Tobacco	491.04B	22.78	14.83	2.71	5.15	7.49	27.26	16.67	-2.80%	8.39%	2.99%	0.52%	18.55M
134	Tools & Accessories	65.84B	22.65	16.48	2.96	1.70	2.56	22.49	18.05	7.22%	7.64%	11.01%	0.06%	4.59M
135	Travel Services	511.45B	28.48	19.53	1.67	3.38	10.36	9.01	20.78	1.41%	17.06%	9.83%	0.89%	56.95M
136	Trucking	84.89B	30.79	22.74	1.70	1.52	3.17	69.58	43.20	9.01%	18.06%	4.63%	-0.75%	7.56M
137	Uranium	46.95B	166.27	56.85	3.80	15.29	5.76	27.28	92.51	7.24%	43.74%	11.03%	2.17%	116.40M
138	Utilities - Diversified	94.56B	17.10	14.02	3.92	1.57	1.80	13.93	69.58	7.77%	4.36%	9.15%	0.16%	32.37M
139	Utilities - Independent Power Producers	119.51B	24.07	20.36	2.52	2.03	10.57	29.45	33.76	14.11%	9.56%	14.49%	-0.96%	8.89M
140	Utilities - Regulated Electric	1112.05B	19.20	15.19	2.25	2.38	1.89	29.16	134.95	3.52%	8.52%	3.80%	0.49%	105.11M
141	Utilities - Regulated Gas	87.45B	20.43	15.79	2.15	2.09	1.84	37.42	69.09	6.62%	9.51%	5.09%	0.49%	7.34M
142	Utilities - Regulated Water	64.40B	15.91	18.00	1.78	3.73	2.18	32.22	48.21	12.68%	8.94%	9.33%	1.52%	4.43M
143	Utilities - Renewable	155.12B	31.86	25.73	2.27	2.98	3.36	9.51	41.72	19.99%	14.03%	6.05%	0.77%	15.05M
144	Waste Management	257.80B	44.69	31.43	4.03	3.98	6.63	133.17	43.09	9.34%	11.10%	9.79%	0.57%	4.88M

