
No.	Name	Market Cap	P/E	Fwd P/E	PEG	P/S	P/B	P/C	P/FCF	EPS past 5Y	EPS next 5Y	Sales past 5Y	Change	Volume
54	Gold	394.82B	21.52	12.69	1.00	4.62	2.50	17.75	25.54	11.54%	21.46%	13.09%	0.18%	80.26M
55	Grocery Stores	81.36B	19.84	14.80	1.77	0.31	4.23	10.16	25.97	14.71%	11.21%	4.99%	-0.91%	8.07M
56	Health Information Services	115.52B	72.63	37.13	4.11	3.38	4.57	8.37	31.22	14.93%	17.68%	22.97%	-0.45%	19.19M
57	Healthcare Plans	613.68B	13.95	10.70	1.74	0.39	2.00	47.30	13.26	-0.09%	8.03%	11.28%	-5.46%	119.39M
58	Home Improvement Retail	508.38B	23.48	21.23	4.11	2.01	47.64	99.03	23.06	10.16%	5.72%	6.65%	-0.10%	2.65M
59	Household & Personal Products	793.19B	27.15	21.08	4.86	3.03	7.43	30.36	23.12	15.51%	5.59%	4.00%	-0.07%	40.18M
60	Industrial Distribution	223.51B	29.38	23.45	3.52	1.71	6.35	48.22	30.28	16.03%	8.34%	8.85%	-0.51%	3.65M
61	Information Technology Services	1025.22B	29.24	19.54	3.35	2.64	4.97	16.29	19.72	5.15%	8.73%	4.91%	-0.74%	278.30M
62	Insurance - Diversified	2225.59B	24.51	36.67	17.25	2.58	2.96	3.20	47.67	4.70%	1.42%	7.98%	-1.82%	12.49M
63	Insurance - Life	295.02B	13.98	8.71	1.70	1.07	1.56	6741.66	4.98	7.11%	8.24%	-4.44%	-1.11%	9.32M
64	Insurance - Property & Casualty	619.36B	11.94	12.83	1.48	1.45	2.19	657.36	7.48	13.56%	8.05%	10.73%	-2.93%	9.84M
65	Insurance - Reinsurance	43.53B	12.34	6.54	0.84	0.77	1.11	-	2.97	4.12%	14.74%	15.94%	-2.44%	864.65K
66	Insurance - Specialty	81.94B	14.33	11.12	0.90	2.10	1.62	402.55	6.39	5.01%	15.99%	8.99%	-1.21%	2.32M
67	Insurance Brokers	363.16B	32.69	21.50	2.99	4.49	5.23	15.50	28.30	16.34%	10.92%	9.16%	-2.30%	5.83M
68	Integrated Freight & Logistics	217.06B	16.60	13.67	2.38	0.86	3.43	12.67	19.84	11.19%	6.98%	5.20%	0.98%	4.47M
69	Internet Content & Information	6477.38B	39.11	34.30	3.02	6.57	11.39	19.78	30.87	27.16%	12.97%	17.50%	0.41%	79.01M
70	Internet Retail	3243.53B	30.19	23.33	1.24	2.77	5.74	10.85	73.74	32.82%	24.29%	23.61%	-0.02%	53.81M
71	Leisure	78.72B	33.58	21.88	1.56	1.91	4.13	15.51	24.98	-17.82%	21.56%	11.09%	0.67%	13.91M
72	Lodging	200.59B	32.96	25.13	2.83	3.43	46.17	29.03	30.06	17.15%	11.65%	4.53%	0.06%	3.33M
73	Lumber & Wood Production	22.93B	23.16	14.89	5.07	1.06	1.64	11.23	30.82	29.56%	4.57%	10.78%	1.57%	575.48K
74	Luxury Goods	25.69B	30.32	14.67	2.51	1.21	5.70	12.57	17.32	-10.91%	12.06%	2.25%	-0.78%	4.08M
75	Marine Shipping	33.64B	5.13	8.04	0.30	0.97	0.88	4.56	5.19	30.50%	17.28%	16.29%	1.80%	6.74M
76	Medical Care Facilities	219.33B	18.43	13.97	1.42	0.94	4.21	18.70	14.72	11.04%	12.95%	7.47%	-1.48%	14.45M
77	Medical Devices	970.57B	32.48	22.87	2.74	4.24	4.06	20.85	34.56	9.07%	11.85%	8.88%	-0.86%	48.50M
78	Medical Distribution	194.09B	28.42	16.70	2.40	0.21	36.93	16.43	15.99	20.48%	11.85%	9.27%	-1.85%	2.56M
79	Medical Instruments & Supplies	494.84B	48.80	24.44	4.21	4.33	3.65	25.07	37.41	11.02%	11.58%	9.58%	0.40%	13.18M
80	Metal Fabrication	50.52B	28.12	19.91	1.45	2.20	4.36	21.82	28.11	12.66%	19.45%	3.39%	1.08%	1.28M
81	Mortgage Finance	58.42B	51.36	24.56	1.04	3.15	4.31	11.36	632.67	14.74%	49.30%	1.54%	2.51%	15.03M
82	Oil & Gas Drilling	16.42B	13.97	16.48	-	0.75	0.60	6.00	12.95	16.73%	-1.82%	9.79%	2.44%	22.13M
83	Oil & Gas E&P	662.08B	13.33	11.83	0.96	2.23	1.59	21.47	14.44	18.36%	13.86%	12.06%	0.40%	50.07M
84	Oil & Gas Equipment & Services	203.86B	13.42	12.25	1.26	1.22	1.97	9.61	11.76	36.45%	10.69%	5.23%	1.06%	23.95M
85	Oil & Gas Integrated	1517.16B	13.93	10.89	1.53	0.87	1.45	7.96	8.91	18.69%	9.12%	3.92%	0.92%	34.86M
86	Oil & Gas Midstream	810.82B	17.88	15.60	2.44	1.76	2.98	33.21	16.19	9.97%	7.34%	7.50%	-0.16%	36.14M
87	Oil & Gas Refining & Marketing	188.48B	30.00	13.18	1.66	0.31	1.94	8.64	13.57	6.31%	18.11%	5.15%	1.38%	7.79M
88	Other Industrial Metals & Mining	290.60B	11.03	10.77	-	1.80	1.96	9.92	15.61	-5.10%	-3.25%	3.51%	3.72%	92.93M
89	Other Precious Metals & Mining	22.34B	39.22	14.37	1.06	2.49	2.02	12.41	78.47	-2.44%	37.07%	13.66%	0.39%	21.06M
90	Packaged Foods	270.87B	18.63	13.74	5.66	1.29	1.91	18.32	14.71	3.79%	3.29%	4.84%	0.51%	25.95M
91	Packaging & Containers	171.70B	24.49	13.46	0.93	1.14	2.41	20.14	32.60	0.08%	26.20%	4.48%	1.10%	15.87M
92	Paper & Paper Products	15.11B	54.38	7.23	-	0.86	1.51	4.28	9.87	-14.70%	-	4.67%	1.71%	688.61K
93	Personal Services	58.43B	28.20	23.45	2.31	3.33	10.91	23.42	24.02	13.39%	12.19%	7.66%	-1.35%	1.57M
94	Pharmaceutical Retailers	10.23B	-	7.97	-	0.07	1.37	10.90	17.29	41.72%	-17.11%	2.78%	-0.05%	2.02M
95	Pollution & Treatment Controls	43.19B	33.06	26.95	3.19	4.46	7.09	24.64	32.16	-26.69%	10.36%	4.08%	0.65%	2.79M
96	Publishing	22.75B	22.63	18.11	2.14	1.67	2.58	14.98	12.73	14.93%	10.60%	2.20%	-0.96%	1.23M
97	Railroads	447.20B	21.75	18.47	2.29	4.88	4.29	80.20	27.80	5.91%	9.50%	4.32%	0.83%	6.31M
98	Real Estate - Development	8.14B	11.42	13.93	-	0.85	0.90	6.57	21.94	16.36%	-2.62%	18.57%	1.28%	433.43K
99	Real Estate - Diversified	6.43B	18.88	41.88	7.23	2.83	1.74	6.80	16.16	20.57%	2.61%	14.47%	0.52%	114.55K
100	Real Estate Services	143.88B	49.12	22.25	2.32	1.15	3.01	7.98	38.43	0.51%	21.22%	11.42%	0.09%	8.10M
101	Recreational Vehicles	23.12B	27.69	17.03	8.49	0.58	1.60	5.84	8.35	-0.07%	3.26%	4.01%	2.08%	2.49M
102	REIT - Diversified	60.23B	17.36	15.44	4.84	6.37	1.28	46.00	13.99	10.01%	3.58%	22.48%	0.19%	3.73M
103	REIT - Healthcare Facilities	238.73B	113.09	65.85	2.95	9.32	2.87	36.89	37.33	-10.78%	38.36%	9.32%	-0.64%	9.90M
104	REIT - Hotel & Motel	31.50B	22.41	24.67	-	1.37	1.23	11.26	11.73	-5.00%	-2.49%	1.81%	1.51%	7.52M
105	REIT - Industrial	260.19B	31.05	33.84	29.43	8.32	2.26	96.43	22.82	9.59%	1.05%	16.79%	0.81%	8.50M
106	REIT - Mortgage	60.18B	19.20	7.15	3.56	1.89	0.86	4.24	11.48	-4.97%	5.40%	16.85%	0.99%	23.51M
107	REIT - Office	74.30B	84.70	65.17	1.58	3.88	1.15	16.83	14.95	-25.63%	53.69%	4.36%	0.25%	10.18M
108	REIT - Residential	197.27B	42.13	45.82	5.79	7.97	2.43	111.79	22.22	4.60%	7.27%	7.63%	-1.20%	6.98M
109	REIT - Retail	219.07B	32.25	32.62	2.71	8.36	2.17	53.30	18.51	-0.52%	11.91%	11.85%	-0.10%	7.05M
110	REIT - Specialty	401.00B	61.99	36.33	3.69	7.04	6.60	37.15	40.78	4.50%	16.80%	6.89%	-0.12%	5.66M
111	Rental & Leasing Services	150.32B	21.64	15.81	2.43	1.66	2.80	20.62	93.44	3.18%	8.90%	10.24%	1.05%	5.96M
112	Residential Construction	172.62B	9.91	10.90	-	1.06	1.68	12.61	19.79	26.29%	-0.19%	11.98%	1.13%	7.08M
113	Resorts & Casinos	96.96B	26.90	17.27	2.26	1.18	4.51	7.63	20.36	-1.27%	11.93%	3.83%	1.40%	11.60M
114	Restaurants	600.36B	30.35	25.16	3.11	3.55	23.76	39.78	33.26	9.88%	9.75%	8.02%	-0.86%	27.08M
115	Scientific & Technical Instruments	192.14B	28.63	20.56	2.26	3.79	3.33	15.94	24.33	8.36%	12.65%	8.88%	0.61%	7.04M
116	Security & Protection Services	42.78B	22.01	14.54	2.38	1.86	3.75	13.70	14.89	10.97%	9.24%	6.18%	-0.57%	9.80M
117	Semiconductor Equipment & Materials	783.48B	29.61	23.86	1.73	6.85	10.15	22.14	30.57	22.88%	17.15%	15.10%	1.59%	13.88M
118	Semiconductors	7846.51B	47.53	25.42	1.70	13.21	11.03	31.96	49.50	55.03%	27.98%	39.67%	1.96%	267.14M
119	Shell Companies	38.18B	165.77	356.78	2.58	11.95	3.45	108.96	-	-	64.17%	-	0.04%	8.60M
120	Silver	8.62B	55.83	21.32	1.01	7.10	2.04	8.54	99.45	-2.00%	55.17%	10.63%	-0.68%	21.55M
121	Software - Application	2950.36B	49.71	31.58	2.67	7.81	7.48	17.37	33.98	23.23%	18.62%	19.50%	-0.59%	236.59M
122	Software - Infrastructure	5860.20B	45.18	32.87	2.76	11.01	11.38	27.80	54.59	15.74%	16.35%	17.18%	0.25%	342.99M
123	Solar	43.05B	22.29	11.42	0.92	1.32	1.76	3.34	34.39	-9.27%	24.31%	12.22%	6.58%	32.14M
124	Specialty Business Services	419.86B	41.11	29.86	3.93	3.70	6.64	33.33	34.75	8.90%	10.46%	7.60%	-2.13%	8.71M
125	Specialty Chemicals	670.99B	33.27	20.67	3.85	2.43	3.55	23.41	37.55	14.95%	8.64%	4.08%	0.61%	37.47M
126	Specialty Industrial Machinery	1026.77B	31.79	24.27	2.87	3.64	5.64	29.42	32.49	-2.04%	11.09%	5.33%	0.29%	29.68M
127	Specialty Retail	182.23B	21.59	17.84	3.08	0.94	5.39	11.32	23.38	16.64%	7.02%	7.25%	0.77%	17.87M
128	Staffing & Employment Services	20.15B	22.84	13.81	2.43	0.42	2.52	4.52	15.28	-1.37%	9.39%	5.10%	0.08%	2.41M
129	Steel	142.83B	22.55	11.07	1.07	0.56	0.88	4.19	36.38	12.42%	21.09%	5.91%	3.34%	35.97M
130	Telecom Services	1299.54B	17.63	12.84	1.53	1.49	2.09	12.45	10.58	6.89%	11.52%	5.27%	-0.56%	59.06M
131	Textile Manufacturing	2.31B	30.84	17.73	-	1.15	1.95	16.23	16.41	-6.99%	-	2.70%	1.82%	85.95K
132	Thermal Coal	11.26B	11.07	8.57	2.61	1.12	1.09	8.56	15.58	10.02%	4.25%	5.19%	6.32%	4.26M
133	Tobacco	480.88B	22.31	14.51	2.66	5.04	7.34	26.70	16.33	-2.84%	8.39%	2.95%	-0.11%	10.68M
134	Tools & Accessories	67.94B	23.38	16.96	3.02	1.75	2.64	23.20	18.63	7.17%	7.74%	11.01%	1.00%	1.47M
135	Travel Services	514.40B	28.64	19.64	1.68	3.40	10.41	9.06	20.90	1.19%	17.05%	9.81%	0.04%	31.05M
136	Trucking	88.94B	32.26	23.80	1.78	1.59	3.33	72.90	45.26	9.08%	18.14%	4.69%	1.13%	2.44M
137	Uranium	45.30B	160.42	54.84	3.66	14.76	5.56	26.32	89.25	7.10%	43.80%	11.15%	0.15%	80.41M
138	Utilities - Diversified	94.91B	17.16	14.07	3.96	1.58	1.80	13.99	69.84	8.00%	4.34%	9.16%	-0.43%	17.02M
139	Utilities - Independent Power Producers	115.29B	23.22	19.64	2.44	1.96	10.20	28.41	32.57	14.08%	9.53%	14.47%	-0.00%	3.24M
140	Utilities - Regulated Electric	1108.49B	19.14	15.14	2.26	2.38	1.88	29.07	134.52	3.56%	8.47%	3.82%	-1.34%	39.37M
141	Utilities - Regulated Gas	86.19B	20.13	15.56	2.10	2.06	1.82	36.88	68.09	6.60%	9.57%	5.14%	-1.40%	2.98M
142	Utilities - Regulated Water	64.58B	15.95	18.05	1.80	3.74	2.19	32.31	48.34	12.65%	8.86%	9.32%	-1.55%	1.83M
143	Utilities - Renewable	150.79B	30.97	25.01	2.19	2.89	3.26	9.24	40.55	19.62%	14.16%	6.31%	-0.07%	7.69M
144	Waste Management	250.31B	43.39	30.51	3.91	3.83	6.43	130.85	41.47	9.38%	11.11%	9.78%	-2.39%	3.30M

